1463043548,2001:470:83ae:2:212:6d02:0:4043,42
1463043548,2001:470:83ae:2:212:6d02:0:4034,44
1463043560,2001:470:83ae:2:212:6d02:0:4042,43
1463043561,2001:470:83ae:2:212:6d02:0:400f,42
1463043561,2001:470:83ae:2:212:6d02:0:4044,41
1463043570,2001:470:83ae:2:212:6d02:0:4040,43
1463043572,2001:470:83ae:2:212:6d02:0:4035,41
1463043577,2001:470:83ae:2:212:6d02:0:4041,42
1463043578,2001:470:83ae:2:212:6d02:0:4043,43
1463043578,2001:470:83ae:2:212:6d02:0:4034,45
1463043590,2001:470:83ae:2:212:6d02:0:4042,44
1463043591,2001:470:83ae:2:212:6d02:0:400f,43
1463043591,2001:470:83ae:2:212:6d02:0:4044,42
1463043600,2001:470:83ae:2:212:6d02:0:4040,44
1463043602,2001:470:83ae:2:212:6d02:0:4035,42
1463043608,2001:470:83ae:2:212:6d02:0:4043,44
1463043608,2001:470:83ae:2:212:6d02:0:4041,43
1463043608,2001:470:83ae:2:212:6d02:0:4034,46
1463043620,2001:470:83ae:2:212:6d02:0:4042,45
1463043620,2001:470:83ae:2:212:6d02:0:400f,44
1463043621,2001:470:83ae:2:212:6d02:0:4044,43
1463043630,2001:470:83ae:2:212:6d02:0:4040,45
1463043631,2001:470:83ae:2:212:6d02:0:4035,43
1463043637,2001:470:83ae:2:212:6d02:0:4043,45
1463043638,2001:470:83ae:2:212:6d02:0:4034,47
1463043640,2001:470:83ae:2:212:6d02:0:4041,44
1463043650,2001:470:83ae:2:212:6d02:0:4042,46
1463043650,2001:470:83ae:2:212:6d02:0:400f,45
1463043651,2001:470:83ae:2:212:6d02:0:4044,44
1463043660,2001:470:83ae:2:212:6d02:0:4040,46
1463043661,2001:470:83ae:2:212:6d02:0:4035,44
1463043667,2001:470:83ae:2:212:6d02:0:4043,46
1463043668,2001:470:83ae:2:212:6d02:0:4034,48
1463043671,2001:470:83ae:2:212:6d02:0:4041,45
1463043679,2001:470:83ae:2:212:6d02:0:4042,47
1463043680,2001:470:83ae:2:212:6d02:0:400f,46
1463043682,2001:470:83ae:2:212:6d02:0:4044,45
1463043689,2001:470:83ae:2:212:6d02:0:4040,47
1463043691,2001:470:83ae:2:212:6d02:0:4035,45
1463043697,2001:470:83ae:2:212:6d02:0:4043,47
1463043698,2001:470:83ae:2:212:6d02:0:4034,49
1463043703,2001:470:83ae:2:212:6d02:0:4041,46
1463043709,2001:470:83ae:2:212:6d02:0:4042,48
1463043710,2001:470:83ae:2:212:6d02:0:400f,47
1463043712,2001:470:83ae:2:212:6d02:0:4044,46
1463043719,2001:470:83ae:2:212:6d02:0:4040,48
1463043721,2001:470:83ae:2:212:6d02:0:4035,46
1463043727,2001:470:83ae:2:212:6d02:0:4043,48
1463043728,2001:470:83ae:2:212:6d02:0:4034,50
1463043734,2001:470:83ae:2:212:6d02:0:4041,47
1463043739,2001:470:83ae:2:212:6d02:0:4042,49
1463043740,2001:470:83ae:2:212:6d02:0:400f,48
1463043742,2001:470:83ae:2:212:6d02:0:4044,47
1463043749,2001:470:83ae:2:212:6d02:0:4040,49
1463043751,2001:470:83ae:2:212:6d02:0:4035,47
1463043757,2001:470:83ae:2:212:6d02:0:4043,49
1463043758,2001:470:83ae:2:212:6d02:0:4034,51
1463043766,2001:470:83ae:2:212:6d02:0:4041,48
1463043769,2001:470:83ae:2:212:6d02:0:4042,50
1463043770,2001:470:83ae:2:212:6d02:0:400f,49
1463043772,2001:470:83ae:2:212:6d02:0:4044,48
1463043779,2001:470:83ae:2:212:6d02:0:4040,50
1463043780,2001:470:83ae:2:212:6d02:0:4035,48
1463043786,2001:470:83ae:2:212:6d02:0:4043,50
1463043788,2001:470:83ae:2:212:6d02:0:4034,52
1463043797,2001:470:83ae:2:212:6d02:0:4041,49
1463043798,2001:470:83ae:2:212:6d02:0:4042,51
1463043799,2001:470:83ae:2:212:6d02:0:400f,50
1463043802,2001:470:83ae:2:212:6d02:0:4044,49
1463043809,2001:470:83ae:2:212:6d02:0:4040,51
1463043810,2001:470:83ae:2:212:6d02:0:4035,49
1463043816,2001:470:83ae:2:212:6d02:0:4043,51
1463043818,2001:470:83ae:2:212:6d02:0:4034,53
1463043828,2001:470:83ae:2:212:6d02:0:4042,52
1463043829,2001:470:83ae:2:212:6d02:0:4041,50
1463043829,2001:470:83ae:2:212:6d02:0:400f,51
1463043832,2001:470:83ae:2:212:6d02:0:4044,50
1463043839,2001:470:83ae:2:212:6d02:0:4040,52
1463043840,2001:470:83ae:2:212:6d02:0:4035,50
1463043846,2001:470:83ae:2:212:6d02:0:4043,52
1463043848,2001:470:83ae:2:212:6d02:0:4034,54
1463043858,2001:470:83ae:2:212:6d02:0:4042,53
1463043859,2001:470:83ae:2:212:6d02:0:400f,52
1463043860,2001:470:83ae:2:212:6d02:0:4041,51
1463043862,2001:470:83ae:2:212:6d02:0:4044,51
1463043868,2001:470:83ae:2:212:6d02:0:4040,53
1463043870,2001:470:83ae:2:212:6d02:0:4035,51
1463043876,2001:470:83ae:2:212:6d02:0:4043,53
1463043878,2001:470:83ae:2:212:6d02:0:4034,55
1463043888,2001:470:83ae:2:212:6d02:0:4042,54
1463043889,2001:470:83ae:2:212:6d02:0:400f,53
1463043892,2001:470:83ae:2:212:6d02:0:4041,52
1463043892,2001:470:83ae:2:212:6d02:0:4044,52
1463043898,2001:470:83ae:2:212:6d02:0:4040,54
1463043900,2001:470:83ae:2:212:6d02:0:4035,52
1463043905,2001:470:83ae:2:212:6d02:0:4043,54
1463043908,2001:470:83ae:2:212:6d02:0:4034,56
1463043918,2001:470:83ae:2:212:6d02:0:4042,55
