time,IP,seqno,pkt,tx,MIsent,MIrecv,RSsent,RSRECV,hop_cnt,dis,dio,dao,rank
1463045469,2001:470:83ae:2:212:6d02::4042,1,1,1,0,0,0,0,255,0,0,0,0
1463045470,2001:470:83ae:2:212:6d02::4042,2,4,4,0,0,0,0,255,0,0,0,0
1463045470,2001:470:83ae:2:212:6d02::4042,3,1,1,0,0,0,0,255,0,0,0,0
1463045470,2001:470:83ae:2:212:6d02::4042,4,1,1,0,0,0,0,255,0,0,0,0
1463045470,2001:470:83ae:2:212:6d02::4042,5,0,0,0,0,0,0,255,0,0,0,0
1463045471,2001:470:83ae:2:212:6d02::4042,6,0,0,0,0,0,0,255,0,0,0,0
1463045471,2001:470:83ae:2:212:6d02::4042,7,2,2,0,0,0,0,255,0,0,0,0
1463045471,2001:470:83ae:2:212:6d02::4042,8,0,0,0,0,0,0,255,0,0,0,0
1463045471,2001:470:83ae:2:212:6d02::4042,9,0,0,0,0,0,0,255,0,0,0,0
1463045471,2001:470:83ae:2:212:6d02::4042,10,1,1,0,0,0,0,255,0,0,0,0
1463045472,2001:470:83ae:2:212:6d02::4042,11,0,0,0,0,0,0,255,0,0,0,0
1463045472,2001:470:83ae:2:212:6d02::4042,12,0,0,0,0,0,0,255,0,0,0,0
1463045472,2001:470:83ae:2:212:6d02::4042,13,1,1,0,0,0,0,255,0,0,0,0
1463045472,2001:470:83ae:2:212:6d02::4042,14,1,1,0,0,0,0,255,0,0,0,0
1463045473,2001:470:83ae:2:212:6d02::4042,15,0,0,0,0,0,0,255,0,0,0,0
1463045473,2001:470:83ae:2:212:6d02::4042,16,0,0,0,0,0,0,255,0,0,0,0
1463045473,2001:470:83ae:2:212:6d02::4042,17,0,0,0,0,0,0,255,0,0,0,0
1463045473,2001:470:83ae:2:212:6d02::4042,18,5,5,0,0,0,0,255,0,0,0,0
1463045473,2001:470:83ae:2:212:6d02::4042,19,4,4,0,0,0,0,255,0,0,0,0
1463045474,2001:470:83ae:2:212:6d02::4042,20,5,5,0,0,0,0,255,0,0,0,0
1463045474,2001:470:83ae:2:212:6d02::4042,21,5,5,0,0,0,0,255,0,0,0,0
1463045474,2001:470:83ae:2:212:6d02::4042,22,5,5,0,0,0,0,255,0,0,0,0
1463045474,2001:470:83ae:2:212:6d02::4042,23,5,5,0,0,0,0,255,0,0,0,0
1463045475,2001:470:83ae:2:212:6d02::4042,24,5,5,0,0,0,0,255,0,0,0,0
1463045475,2001:470:83ae:2:212:6d02::4042,25,6,6,0,0,0,0,255,0,0,0,0
