time,IP,seqno,pkt,tx,MIsent,MIrecv,RSsent,RSRECV,hop_cnt,dis,dio,dao,rank
1463033337,2001:470:83ae:2:212:6d02::400f,1,3,3,0,0,0,0,255,0,0,0,0
1463033338,2001:470:83ae:2:212:6d02::400f,2,3,3,0,0,0,0,255,0,0,0,0
1463033338,2001:470:83ae:2:212:6d02::400f,3,1,1,0,0,0,0,255,0,0,0,0
1463033339,2001:470:83ae:2:212:6d02::400f,4,1,1,0,0,0,0,255,0,0,0,0
1463033339,2001:470:83ae:2:212:6d02::400f,5,0,0,0,0,0,0,255,0,0,0,0
1463033339,2001:470:83ae:2:212:6d02::400f,6,0,0,0,0,0,0,255,0,0,0,0
1463033339,2001:470:83ae:2:212:6d02::400f,7,2,2,0,0,0,0,255,0,0,0,0
1463033339,2001:470:83ae:2:212:6d02::400f,8,0,0,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,9,0,0,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,10,0,0,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,11,0,0,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,12,0,0,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,13,1,1,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,14,1,1,0,0,0,0,255,0,0,0,0
1463033340,2001:470:83ae:2:212:6d02::400f,15,0,0,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,16,0,0,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,17,0,0,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,18,0,0,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,19,1,1,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,20,0,0,0,0,0,0,255,0,0,0,0
1463033341,2001:470:83ae:2:212:6d02::400f,21,0,0,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,22,1,1,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,23,0,0,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,24,0,0,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,25,1,1,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,26,0,0,0,0,0,0,255,0,0,0,0
1463033342,2001:470:83ae:2:212:6d02::400f,27,0,0,0,0,0,0,255,0,0,0,0
1463033343,2001:470:83ae:2:212:6d02::400f,28,0,0,0,0,0,0,255,0,0,0,0
1463033343,2001:470:83ae:2:212:6d02::400f,29,0,0,0,0,0,0,255,0,0,0,0
1463033343,2001:470:83ae:2:212:6d02::400f,30,0,0,0,0,0,0,255,0,0,0,0
