time,IP,seq
1462856117,2001:470:83ae:2:212:6d02:0:4041,99
1462856119,2001:470:83ae:2:212:6d02:0:4043,102
1462856119,2001:470:83ae:2:212:6d02:0:4042,105
1462856121,2001:470:83ae:2:212:6d02:0:4013,106
1462856123,2001:470:83ae:2:212:6d02:0:4040,105
1462856125,2001:470:83ae:2:212:6d02:0:4044,106
1462856127,2001:470:83ae:2:212:6d02:0:400f,107
1462856127,2001:470:83ae:2:212:6d02:0:4035,105
1462856127,2001:470:83ae:2:212:6d02:0:4043,106
1462856128,2001:470:83ae:2:212:6d02:0:4041,100
1462856129,2001:470:83ae:2:212:6d02:0:4042,106
1462856129,2001:470:83ae:2:212:6d02:0:4043,103
1462856131,2001:470:83ae:2:212:6d02:0:4013,107
1462856133,2001:470:83ae:2:212:6d02:0:4040,106
1462856135,2001:470:83ae:2:212:6d02:0:4044,107
1462856137,2001:470:83ae:2:212:6d02:0:400f,108
1462856137,2001:470:83ae:2:212:6d02:0:4035,106
1462856137,2001:470:83ae:2:212:6d02:0:4043,107
1462856138,2001:470:83ae:2:212:6d02:0:4041,101
1462856139,2001:470:83ae:2:212:6d02:0:4042,107
1462856139,2001:470:83ae:2:212:6d02:0:4043,104
1462856141,2001:470:83ae:2:212:6d02:0:4013,108
1462856143,2001:470:83ae:2:212:6d02:0:4040,107
1462856145,2001:470:83ae:2:212:6d02:0:4044,108
1462856147,2001:470:83ae:2:212:6d02:0:400f,109
1462856147,2001:470:83ae:2:212:6d02:0:4035,107
1462856147,2001:470:83ae:2:212:6d02:0:4043,108
1462856149,2001:470:83ae:2:212:6d02:0:4042,108
1462856149,2001:470:83ae:2:212:6d02:0:4041,102
1462856150,2001:470:83ae:2:212:6d02:0:4043,105
1462856151,2001:470:83ae:2:212:6d02:0:4013,109
1462856153,2001:470:83ae:2:212:6d02:0:4034,110
1462856155,2001:470:83ae:2:212:6d02:0:4044,109
1462856157,2001:470:83ae:2:212:6d02:0:400f,110
1462856157,2001:470:83ae:2:212:6d02:0:4035,108
1462856157,2001:470:83ae:2:212:6d02:0:4043,109
1462856159,2001:470:83ae:2:212:6d02:0:4042,109
1462856159,2001:470:83ae:2:212:6d02:0:4041,103
1462856160,2001:470:83ae:2:212:6d02:0:4043,106
1462856161,2001:470:83ae:2:212:6d02:0:4013,110
1462856163,2001:470:83ae:2:212:6d02:0:4034,111
1462856163,2001:470:83ae:2:212:6d02:0:4040,109
1462856165,2001:470:83ae:2:212:6d02:0:4044,110
1462856167,2001:470:83ae:2:212:6d02:0:400f,111
1462856167,2001:470:83ae:2:212:6d02:0:4035,109
1462856167,2001:470:83ae:2:212:6d02:0:4043,110
1462856169,2001:470:83ae:2:212:6d02:0:4042,110
1462856170,2001:470:83ae:2:212:6d02:0:4041,104
1462856170,2001:470:83ae:2:212:6d02:0:4043,107
1462856171,2001:470:83ae:2:212:6d02:0:4013,111
1462856173,2001:470:83ae:2:212:6d02:0:4034,112
1462856173,2001:470:83ae:2:212:6d02:0:4040,110
1462856176,2001:470:83ae:2:212:6d02:0:4044,111
1462856177,2001:470:83ae:2:212:6d02:0:400f,112
1462856177,2001:470:83ae:2:212:6d02:0:4035,110
1462856177,2001:470:83ae:2:212:6d02:0:4043,111
1462856179,2001:470:83ae:2:212:6d02:0:4042,111
1462856180,2001:470:83ae:2:212:6d02:0:4041,105
1462856181,2001:470:83ae:2:212:6d02:0:4043,108
1462856181,2001:470:83ae:2:212:6d02:0:4013,112
1462856183,2001:470:83ae:2:212:6d02:0:4034,113
1462856183,2001:470:83ae:2:212:6d02:0:4040,111
1462856186,2001:470:83ae:2:212:6d02:0:4044,112
1462856187,2001:470:83ae:2:212:6d02:0:400f,113
1462856187,2001:470:83ae:2:212:6d02:0:4035,111
1462856187,2001:470:83ae:2:212:6d02:0:4043,112
1462856189,2001:470:83ae:2:212:6d02:0:4042,112
1462856191,2001:470:83ae:2:212:6d02:0:4013,113
1462856191,2001:470:83ae:2:212:6d02:0:4041,106
1462856191,2001:470:83ae:2:212:6d02:0:4043,109
1462856193,2001:470:83ae:2:212:6d02:0:4034,114
1462856193,2001:470:83ae:2:212:6d02:0:4040,112
1462856196,2001:470:83ae:2:212:6d02:0:4044,113
1462856197,2001:470:83ae:2:212:6d02:0:400f,114
1462856197,2001:470:83ae:2:212:6d02:0:4035,112
1462856197,2001:470:83ae:2:212:6d02:0:4043,113
1462856199,2001:470:83ae:2:212:6d02:0:4042,113
1462856201,2001:470:83ae:2:212:6d02:0:4013,114
1462856201,2001:470:83ae:2:212:6d02:0:4043,110
1462856201,2001:470:83ae:2:212:6d02:0:4041,107
1462856203,2001:470:83ae:2:212:6d02:0:4034,115
1462856203,2001:470:83ae:2:212:6d02:0:4040,113
1462856206,2001:470:83ae:2:212:6d02:0:4044,114
1462856207,2001:470:83ae:2:212:6d02:0:400f,115
1462856207,2001:470:83ae:2:212:6d02:0:4035,113
1462856207,2001:470:83ae:2:212:6d02:0:4043,114
1462856209,2001:470:83ae:2:212:6d02:0:4042,114
1462856211,2001:470:83ae:2:212:6d02:0:4013,115
1462856212,2001:470:83ae:2:212:6d02:0:4043,111
1462856212,2001:470:83ae:2:212:6d02:0:4041,108
1462856213,2001:470:83ae:2:212:6d02:0:4034,116
1462856213,2001:470:83ae:2:212:6d02:0:4040,114
1462856216,2001:470:83ae:2:212:6d02:0:4044,115
1462856217,2001:470:83ae:2:212:6d02:0:400f,116
1462856217,2001:470:83ae:2:212:6d02:0:4035,114
1462856217,2001:470:83ae:2:212:6d02:0:4043,115
1462856219,2001:470:83ae:2:212:6d02:0:4042,115
1462856221,2001:470:83ae:2:212:6d02:0:4013,116
1462856222,2001:470:83ae:2:212:6d02:0:4043,112
1462856222,2001:470:83ae:2:212:6d02:0:4041,109
1462856223,2001:470:83ae:2:212:6d02:0:4034,117
1462856223,2001:470:83ae:2:212:6d02:0:4040,115
1462856226,2001:470:83ae:2:212:6d02:0:4044,116
1462856227,2001:470:83ae:2:212:6d02:0:400f,117
1462856227,2001:470:83ae:2:212:6d02:0:4035,115
1462856227,2001:470:83ae:2:212:6d02:0:4043,116
1462856229,2001:470:83ae:2:212:6d02:0:4042,116
1462856231,2001:470:83ae:2:212:6d02:0:4013,117
1462856232,2001:470:83ae:2:212:6d02:0:4043,113
1462856233,2001:470:83ae:2:212:6d02:0:4034,118
1462856233,2001:470:83ae:2:212:6d02:0:4040,116
1462856233,2001:470:83ae:2:212:6d02:0:4041,110
1462856236,2001:470:83ae:2:212:6d02:0:4044,117
1462856237,2001:470:83ae:2:212:6d02:0:400f,118
1462856237,2001:470:83ae:2:212:6d02:0:4035,116
1462856237,2001:470:83ae:2:212:6d02:0:4043,117
1462856239,2001:470:83ae:2:212:6d02:0:4042,117
1462856241,2001:470:83ae:2:212:6d02:0:4013,118
1462856243,2001:470:83ae:2:212:6d02:0:4043,114
1462856243,2001:470:83ae:2:212:6d02:0:4034,119
1462856243,2001:470:83ae:2:212:6d02:0:4040,117
1462856243,2001:470:83ae:2:212:6d02:0:4041,111
1462856246,2001:470:83ae:2:212:6d02:0:4044,118
1462856247,2001:470:83ae:2:212:6d02:0:400f,119
1462856247,2001:470:83ae:2:212:6d02:0:4035,117
1462856247,2001:470:83ae:2:212:6d02:0:4043,118
1462856249,2001:470:83ae:2:212:6d02:0:4042,118
1462856251,2001:470:83ae:2:212:6d02:0:4013,119
1462856253,2001:470:83ae:2:212:6d02:0:4034,120
1462856253,2001:470:83ae:2:212:6d02:0:4040,118
1462856253,2001:470:83ae:2:212:6d02:0:4043,115
1462856254,2001:470:83ae:2:212:6d02:0:4041,112
1462856256,2001:470:83ae:2:212:6d02:0:4044,119
1462856257,2001:470:83ae:2:212:6d02:0:400f,120
1462856257,2001:470:83ae:2:212:6d02:0:4035,118
1462856257,2001:470:83ae:2:212:6d02:0:4043,119
1462856259,2001:470:83ae:2:212:6d02:0:4042,119
1462856261,2001:470:83ae:2:212:6d02:0:4013,120
1462856263,2001:470:83ae:2:212:6d02:0:4034,121
1462856263,2001:470:83ae:2:212:6d02:0:4040,119
1462856263,2001:470:83ae:2:212:6d02:0:4043,116
1462856264,2001:470:83ae:2:212:6d02:0:4041,113
1462856266,2001:470:83ae:2:212:6d02:0:4044,120
1462856267,2001:470:83ae:2:212:6d02:0:400f,121
1462856267,2001:470:83ae:2:212:6d02:0:4035,119
1462856267,2001:470:83ae:2:212:6d02:0:4043,120
1462856269,2001:470:83ae:2:212:6d02:0:4042,120
1462856271,2001:470:83ae:2:212:6d02:0:4013,121
1462856273,2001:470:83ae:2:212:6d02:0:4034,122
1462856273,2001:470:83ae:2:212:6d02:0:4040,120
1462856274,2001:470:83ae:2:212:6d02:0:4043,117
1462856275,2001:470:83ae:2:212:6d02:0:4041,114
1462856276,2001:470:83ae:2:212:6d02:0:4044,121
1462856277,2001:470:83ae:2:212:6d02:0:400f,122
1462856277,2001:470:83ae:2:212:6d02:0:4035,120
1462856277,2001:470:83ae:2:212:6d02:0:4043,121
1462856279,2001:470:83ae:2:212:6d02:0:4042,121
1462856281,2001:470:83ae:2:212:6d02:0:4013,122
1462856283,2001:470:83ae:2:212:6d02:0:4034,123
1462856283,2001:470:83ae:2:212:6d02:0:4040,121
1462856284,2001:470:83ae:2:212:6d02:0:4043,118
1462856285,2001:470:83ae:2:212:6d02:0:4041,115
1462856286,2001:470:83ae:2:212:6d02:0:4044,122
1462856287,2001:470:83ae:2:212:6d02:0:400f,123
1462856287,2001:470:83ae:2:212:6d02:0:4035,121
1462856287,2001:470:83ae:2:212:6d02:0:4043,122
1462856288,2001:470:83ae:2:212:6d02:0:4042,122
1462856291,2001:470:83ae:2:212:6d02:0:4013,123
1462856293,2001:470:83ae:2:212:6d02:0:4034,124
1462856293,2001:470:83ae:2:212:6d02:0:4040,122
1462856294,2001:470:83ae:2:212:6d02:0:4043,119
1462856296,2001:470:83ae:2:212:6d02:0:4041,116
1462856296,2001:470:83ae:2:212:6d02:0:4044,123
1462856297,2001:470:83ae:2:212:6d02:0:400f,124
1462856297,2001:470:83ae:2:212:6d02:0:4035,122
1462856297,2001:470:83ae:2:212:6d02:0:4043,123
1462856299,2001:470:83ae:2:212:6d02:0:4042,123
1462856301,2001:470:83ae:2:212:6d02:0:4013,124
1462856303,2001:470:83ae:2:212:6d02:0:4034,125
1462856303,2001:470:83ae:2:212:6d02:0:4040,123
1462856304,2001:470:83ae:2:212:6d02:0:4043,120
1462856306,2001:470:83ae:2:212:6d02:0:4044,124
1462856307,2001:470:83ae:2:212:6d02:0:400f,125
1462856307,2001:470:83ae:2:212:6d02:0:4035,123
1462856307,2001:470:83ae:2:212:6d02:0:4043,124
1462856308,2001:470:83ae:2:212:6d02:0:4042,124
1462856311,2001:470:83ae:2:212:6d02:0:4013,125
1462856313,2001:470:83ae:2:212:6d02:0:4034,126
1462856313,2001:470:83ae:2:212:6d02:0:4040,124
1462856315,2001:470:83ae:2:212:6d02:0:4043,121
1462856316,2001:470:83ae:2:212:6d02:0:4044,125
1462856317,2001:470:83ae:2:212:6d02:0:400f,126
1462856317,2001:470:83ae:2:212:6d02:0:4035,124
1462856317,2001:470:83ae:2:212:6d02:0:4041,118
1462856318,2001:470:83ae:2:212:6d02:0:4042,125
1462856321,2001:470:83ae:2:212:6d02:0:4013,126
1462856323,2001:470:83ae:2:212:6d02:0:4034,127
1462856323,2001:470:83ae:2:212:6d02:0:4040,125
1462856325,2001:470:83ae:2:212:6d02:0:4043,122
1462856327,2001:470:83ae:2:212:6d02:0:4044,126
1462856327,2001:470:83ae:2:212:6d02:0:400f,127
1462856327,2001:470:83ae:2:212:6d02:0:4035,125
1462856327,2001:470:83ae:2:212:6d02:0:4043,126
1462856328,2001:470:83ae:2:212:6d02:0:4041,119
1462856328,2001:470:83ae:2:212:6d02:0:4042,126
1462856331,2001:470:83ae:2:212:6d02:0:4013,127
1462856333,2001:470:83ae:2:212:6d02:0:4034,128
1462856333,2001:470:83ae:2:212:6d02:0:4040,126
1462856335,2001:470:83ae:2:212:6d02:0:4043,123
1462856337,2001:470:83ae:2:212:6d02:0:400f,128
1462856337,2001:470:83ae:2:212:6d02:0:4035,126
1462856337,2001:470:83ae:2:212:6d02:0:4043,127
1462856338,2001:470:83ae:2:212:6d02:0:4041,120
1462856338,2001:470:83ae:2:212:6d02:0:4042,127
1462856341,2001:470:83ae:2:212:6d02:0:4013,128
1462856343,2001:470:83ae:2:212:6d02:0:4034,129
1462856343,2001:470:83ae:2:212:6d02:0:4040,127
1462856346,2001:470:83ae:2:212:6d02:0:4043,124
1462856347,2001:470:83ae:2:212:6d02:0:400f,129
1462856347,2001:470:83ae:2:212:6d02:0:4044,128
1462856347,2001:470:83ae:2:212:6d02:0:4035,127
1462856347,2001:470:83ae:2:212:6d02:0:4043,128
1462856348,2001:470:83ae:2:212:6d02:0:4042,128
1462856351,2001:470:83ae:2:212:6d02:0:4013,129
1462856353,2001:470:83ae:2:212:6d02:0:4034,130
1462856353,2001:470:83ae:2:212:6d02:0:4040,128
1462856356,2001:470:83ae:2:212:6d02:0:4043,125
1462856357,2001:470:83ae:2:212:6d02:0:400f,130
1462856357,2001:470:83ae:2:212:6d02:0:4044,129
1462856357,2001:470:83ae:2:212:6d02:0:4043,129
1462856358,2001:470:83ae:2:212:6d02:0:4042,129
1462856359,2001:470:83ae:2:212:6d02:0:4041,122
1462856361,2001:470:83ae:2:212:6d02:0:4013,130
1462856362,2001:470:83ae:2:212:6d02:0:4034,131
1462856363,2001:470:83ae:2:212:6d02:0:4040,129
1462856366,2001:470:83ae:2:212:6d02:0:4043,126
1462856367,2001:470:83ae:2:212:6d02:0:400f,131
1462856367,2001:470:83ae:2:212:6d02:0:4035,129
1462856368,2001:470:83ae:2:212:6d02:0:4042,130
1462856369,2001:470:83ae:2:212:6d02:0:4041,123
1462856371,2001:470:83ae:2:212:6d02:0:4013,131
1462856372,2001:470:83ae:2:212:6d02:0:4034,132
1462856373,2001:470:83ae:2:212:6d02:0:4040,130
1462856377,2001:470:83ae:2:212:6d02:0:400f,132
1462856377,2001:470:83ae:2:212:6d02:0:4035,130
1462856377,2001:470:83ae:2:212:6d02:0:4044,131
1462856378,2001:470:83ae:2:212:6d02:0:4042,131
1462856380,2001:470:83ae:2:212:6d02:0:4041,124
1462856381,2001:470:83ae:2:212:6d02:0:4013,132
1462856382,2001:470:83ae:2:212:6d02:0:4034,133
1462856383,2001:470:83ae:2:212:6d02:0:4040,131
1462856387,2001:470:83ae:2:212:6d02:0:400f,133
1462856387,2001:470:83ae:2:212:6d02:0:4035,131
1462856387,2001:470:83ae:2:212:6d02:0:4043,132
1462856387,2001:470:83ae:2:212:6d02:0:4044,132
1462856387,2001:470:83ae:2:212:6d02:0:4043,128
1462856388,2001:470:83ae:2:212:6d02:0:4042,132
1462856390,2001:470:83ae:2:212:6d02:0:4041,125
1462856391,2001:470:83ae:2:212:6d02:0:4013,133
1462856392,2001:470:83ae:2:212:6d02:0:4034,134
1462856393,2001:470:83ae:2:212:6d02:0:4040,132
1462856397,2001:470:83ae:2:212:6d02:0:400f,134
1462856397,2001:470:83ae:2:212:6d02:0:4035,132
1462856397,2001:470:83ae:2:212:6d02:0:4043,133
1462856397,2001:470:83ae:2:212:6d02:0:4044,133
1462856397,2001:470:83ae:2:212:6d02:0:4043,129
1462856398,2001:470:83ae:2:212:6d02:0:4042,133
1462856401,2001:470:83ae:2:212:6d02:0:4013,134
1462856401,2001:470:83ae:2:212:6d02:0:4041,126
1462856402,2001:470:83ae:2:212:6d02:0:4034,135
1462856403,2001:470:83ae:2:212:6d02:0:4040,133
1462856407,2001:470:83ae:2:212:6d02:0:400f,135
1462856407,2001:470:83ae:2:212:6d02:0:4035,133
1462856407,2001:470:83ae:2:212:6d02:0:4043,134
1462856407,2001:470:83ae:2:212:6d02:0:4044,134
1462856408,2001:470:83ae:2:212:6d02:0:4043,130
1462856408,2001:470:83ae:2:212:6d02:0:4042,134
1462856411,2001:470:83ae:2:212:6d02:0:4013,135
1462856411,2001:470:83ae:2:212:6d02:0:4041,127
1462856412,2001:470:83ae:2:212:6d02:0:4034,136
1462856413,2001:470:83ae:2:212:6d02:0:4040,134
1462856417,2001:470:83ae:2:212:6d02:0:400f,136
1462856417,2001:470:83ae:2:212:6d02:0:4035,134
1462856417,2001:470:83ae:2:212:6d02:0:4043,135
1462856417,2001:470:83ae:2:212:6d02:0:4044,135
1462856418,2001:470:83ae:2:212:6d02:0:4043,131
1462856418,2001:470:83ae:2:212:6d02:0:4042,135
1462856421,2001:470:83ae:2:212:6d02:0:4013,136
1462856422,2001:470:83ae:2:212:6d02:0:4041,128
1462856422,2001:470:83ae:2:212:6d02:0:4034,137
1462856423,2001:470:83ae:2:212:6d02:0:4040,135
1462856427,2001:470:83ae:2:212:6d02:0:400f,137
1462856427,2001:470:83ae:2:212:6d02:0:4035,135
1462856427,2001:470:83ae:2:212:6d02:0:4044,136
1462856428,2001:470:83ae:2:212:6d02:0:4042,136
1462856428,2001:470:83ae:2:212:6d02:0:4043,132
1462856431,2001:470:83ae:2:212:6d02:0:4013,137
1462856432,2001:470:83ae:2:212:6d02:0:4041,129
1462856432,2001:470:83ae:2:212:6d02:0:4034,138
1462856433,2001:470:83ae:2:212:6d02:0:4040,136
1462856437,2001:470:83ae:2:212:6d02:0:400f,138
1462856437,2001:470:83ae:2:212:6d02:0:4035,136
1462856437,2001:470:83ae:2:212:6d02:0:4044,137
1462856438,2001:470:83ae:2:212:6d02:0:4042,137
1462856439,2001:470:83ae:2:212:6d02:0:4043,133
1462856441,2001:470:83ae:2:212:6d02:0:4013,138
1462856442,2001:470:83ae:2:212:6d02:0:4034,139
1462856443,2001:470:83ae:2:212:6d02:0:4040,137
1462856443,2001:470:83ae:2:212:6d02:0:4041,130
1462856447,2001:470:83ae:2:212:6d02:0:400f,139
1462856447,2001:470:83ae:2:212:6d02:0:4035,137
1462856447,2001:470:83ae:2:212:6d02:0:4044,138
1462856448,2001:470:83ae:2:212:6d02:0:4042,138
1462856449,2001:470:83ae:2:212:6d02:0:4043,134
1462856451,2001:470:83ae:2:212:6d02:0:4013,139
1462856452,2001:470:83ae:2:212:6d02:0:4034,140
1462856453,2001:470:83ae:2:212:6d02:0:4040,138
1462856453,2001:470:83ae:2:212:6d02:0:4041,131
1462856457,2001:470:83ae:2:212:6d02:0:400f,140
1462856457,2001:470:83ae:2:212:6d02:0:4043,139
1462856457,2001:470:83ae:2:212:6d02:0:4044,139
1462856458,2001:470:83ae:2:212:6d02:0:4042,139
1462856459,2001:470:83ae:2:212:6d02:0:4043,135
1462856461,2001:470:83ae:2:212:6d02:0:4013,140
1462856462,2001:470:83ae:2:212:6d02:0:4034,141
1462856463,2001:470:83ae:2:212:6d02:0:4040,139
1462856464,2001:470:83ae:2:212:6d02:0:4041,132
1462856467,2001:470:83ae:2:212:6d02:0:400f,141
1462856467,2001:470:83ae:2:212:6d02:0:4043,140
1462856467,2001:470:83ae:2:212:6d02:0:4044,140
1462856468,2001:470:83ae:2:212:6d02:0:4042,140
1462856470,2001:470:83ae:2:212:6d02:0:4043,136
1462856471,2001:470:83ae:2:212:6d02:0:4013,141
1462856472,2001:470:83ae:2:212:6d02:0:4034,142
1462856473,2001:470:83ae:2:212:6d02:0:4040,140
1462856474,2001:470:83ae:2:212:6d02:0:4041,133
1462856477,2001:470:83ae:2:212:6d02:0:400f,142
1462856477,2001:470:83ae:2:212:6d02:0:4043,141
1462856477,2001:470:83ae:2:212:6d02:0:4035,140
1462856477,2001:470:83ae:2:212:6d02:0:4044,141
1462856478,2001:470:83ae:2:212:6d02:0:4042,141
1462856480,2001:470:83ae:2:212:6d02:0:4043,137
1462856481,2001:470:83ae:2:212:6d02:0:4013,142
1462856482,2001:470:83ae:2:212:6d02:0:4034,143
1462856483,2001:470:83ae:2:212:6d02:0:4040,141
1462856485,2001:470:83ae:2:212:6d02:0:4041,134
1462856487,2001:470:83ae:2:212:6d02:0:400f,143
1462856487,2001:470:83ae:2:212:6d02:0:4043,142
1462856487,2001:470:83ae:2:212:6d02:0:4035,141
1462856488,2001:470:83ae:2:212:6d02:0:4044,142
1462856488,2001:470:83ae:2:212:6d02:0:4042,142
1462856490,2001:470:83ae:2:212:6d02:0:4043,138
1462856491,2001:470:83ae:2:212:6d02:0:4013,143
1462856492,2001:470:83ae:2:212:6d02:0:4034,144
1462856493,2001:470:83ae:2:212:6d02:0:4040,142
1462856495,2001:470:83ae:2:212:6d02:0:4041,135
1462856497,2001:470:83ae:2:212:6d02:0:400f,144
1462856497,2001:470:83ae:2:212:6d02:0:4043,143
1462856497,2001:470:83ae:2:212:6d02:0:4035,142
1462856498,2001:470:83ae:2:212:6d02:0:4044,143
1462856498,2001:470:83ae:2:212:6d02:0:4042,143
1462856501,2001:470:83ae:2:212:6d02:0:4013,144
1462856501,2001:470:83ae:2:212:6d02:0:4043,139
1462856502,2001:470:83ae:2:212:6d02:0:4034,145
1462856503,2001:470:83ae:2:212:6d02:0:4040,143
1462856506,2001:470:83ae:2:212:6d02:0:4041,136
1462856507,2001:470:83ae:2:212:6d02:0:400f,145
1462856507,2001:470:83ae:2:212:6d02:0:4043,144
1462856507,2001:470:83ae:2:212:6d02:0:4035,143
1462856508,2001:470:83ae:2:212:6d02:0:4044,144
1462856508,2001:470:83ae:2:212:6d02:0:4042,144
1462856511,2001:470:83ae:2:212:6d02:0:4013,145
1462856511,2001:470:83ae:2:212:6d02:0:4043,140
1462856512,2001:470:83ae:2:212:6d02:0:4034,146
1462856513,2001:470:83ae:2:212:6d02:0:4040,144
1462856516,2001:470:83ae:2:212:6d02:0:4041,137
1462856517,2001:470:83ae:2:212:6d02:0:400f,146
1462856517,2001:470:83ae:2:212:6d02:0:4043,145
1462856517,2001:470:83ae:2:212:6d02:0:4035,144
1462856518,2001:470:83ae:2:212:6d02:0:4044,145
1462856518,2001:470:83ae:2:212:6d02:0:4042,145
1462856521,2001:470:83ae:2:212:6d02:0:4013,146
1462856521,2001:470:83ae:2:212:6d02:0:4043,141
1462856522,2001:470:83ae:2:212:6d02:0:4034,147
1462856523,2001:470:83ae:2:212:6d02:0:4040,145
1462856527,2001:470:83ae:2:212:6d02:0:400f,147
1462856527,2001:470:83ae:2:212:6d02:0:4043,146
1462856527,2001:470:83ae:2:212:6d02:0:4035,145
1462856527,2001:470:83ae:2:212:6d02:0:4041,138
1462856528,2001:470:83ae:2:212:6d02:0:4044,146
1462856528,2001:470:83ae:2:212:6d02:0:4042,146
1462856531,2001:470:83ae:2:212:6d02:0:4013,147
1462856532,2001:470:83ae:2:212:6d02:0:4043,142
1462856532,2001:470:83ae:2:212:6d02:0:4034,148
1462856533,2001:470:83ae:2:212:6d02:0:4040,146
1462856537,2001:470:83ae:2:212:6d02:0:400f,148
1462856537,2001:470:83ae:2:212:6d02:0:4043,147
1462856537,2001:470:83ae:2:212:6d02:0:4035,146
1462856537,2001:470:83ae:2:212:6d02:0:4041,139
1462856538,2001:470:83ae:2:212:6d02:0:4044,147
1462856538,2001:470:83ae:2:212:6d02:0:4042,147
1462856541,2001:470:83ae:2:212:6d02:0:4013,148
1462856542,2001:470:83ae:2:212:6d02:0:4043,143
1462856542,2001:470:83ae:2:212:6d02:0:4034,149
1462856543,2001:470:83ae:2:212:6d02:0:4040,147
1462856547,2001:470:83ae:2:212:6d02:0:400f,149
1462856547,2001:470:83ae:2:212:6d02:0:4043,148
1462856547,2001:470:83ae:2:212:6d02:0:4035,147
1462856548,2001:470:83ae:2:212:6d02:0:4041,140
1462856548,2001:470:83ae:2:212:6d02:0:4044,148
1462856548,2001:470:83ae:2:212:6d02:0:4042,148
1462856551,2001:470:83ae:2:212:6d02:0:4013,149
1462856552,2001:470:83ae:2:212:6d02:0:4043,144
1462856552,2001:470:83ae:2:212:6d02:0:4034,150
1462856553,2001:470:83ae:2:212:6d02:0:4040,148
1462856557,2001:470:83ae:2:212:6d02:0:400f,150
1462856557,2001:470:83ae:2:212:6d02:0:4035,148
1462856558,2001:470:83ae:2:212:6d02:0:4042,149
1462856558,2001:470:83ae:2:212:6d02:0:4041,141
1462856561,2001:470:83ae:2:212:6d02:0:4013,150
1462856562,2001:470:83ae:2:212:6d02:0:4034,151
1462856563,2001:470:83ae:2:212:6d02:0:4043,145
1462856563,2001:470:83ae:2:212:6d02:0:4040,149
1462856567,2001:470:83ae:2:212:6d02:0:400f,151
1462856567,2001:470:83ae:2:212:6d02:0:4035,149
1462856568,2001:470:83ae:2:212:6d02:0:4042,150
1462856568,2001:470:83ae:2:212:6d02:0:4044,150
1462856569,2001:470:83ae:2:212:6d02:0:4041,142
1462856571,2001:470:83ae:2:212:6d02:0:4013,151
1462856572,2001:470:83ae:2:212:6d02:0:4034,152
1462856573,2001:470:83ae:2:212:6d02:0:4040,150
1462856573,2001:470:83ae:2:212:6d02:0:4043,146
1462856577,2001:470:83ae:2:212:6d02:0:4043,151
1462856577,2001:470:83ae:2:212:6d02:0:4035,150
1462856578,2001:470:83ae:2:212:6d02:0:4042,151
1462856578,2001:470:83ae:2:212:6d02:0:4044,151
1462856579,2001:470:83ae:2:212:6d02:0:4041,143
1462856581,2001:470:83ae:2:212:6d02:0:4013,152
1462856582,2001:470:83ae:2:212:6d02:0:4034,153
1462856583,2001:470:83ae:2:212:6d02:0:4040,151
1462856583,2001:470:83ae:2:212:6d02:0:4043,147
1462856587,2001:470:83ae:2:212:6d02:0:4043,152
1462856587,2001:470:83ae:2:212:6d02:0:4035,151
1462856588,2001:470:83ae:2:212:6d02:0:4042,152
1462856588,2001:470:83ae:2:212:6d02:0:4044,152
1462856590,2001:470:83ae:2:212:6d02:0:4041,144
1462856591,2001:470:83ae:2:212:6d02:0:4013,153
1462856592,2001:470:83ae:2:212:6d02:0:4034,154
1462856593,2001:470:83ae:2:212:6d02:0:4040,152
1462856594,2001:470:83ae:2:212:6d02:0:4043,148
1462856597,2001:470:83ae:2:212:6d02:0:4043,153
1462856597,2001:470:83ae:2:212:6d02:0:400f,154
1462856597,2001:470:83ae:2:212:6d02:0:4035,152
1462856598,2001:470:83ae:2:212:6d02:0:4042,153
1462856598,2001:470:83ae:2:212:6d02:0:4044,153
1462856600,2001:470:83ae:2:212:6d02:0:4041,145
1462856601,2001:470:83ae:2:212:6d02:0:4013,154
1462856602,2001:470:83ae:2:212:6d02:0:4034,155
1462856603,2001:470:83ae:2:212:6d02:0:4040,153
1462856604,2001:470:83ae:2:212:6d02:0:4043,149
1462856607,2001:470:83ae:2:212:6d02:0:4043,154
1462856607,2001:470:83ae:2:212:6d02:0:400f,155
1462856607,2001:470:83ae:2:212:6d02:0:4035,153
1462856608,2001:470:83ae:2:212:6d02:0:4042,154
1462856608,2001:470:83ae:2:212:6d02:0:4044,154
1462856611,2001:470:83ae:2:212:6d02:0:4013,155
1462856611,2001:470:83ae:2:212:6d02:0:4041,146
1462856612,2001:470:83ae:2:212:6d02:0:4034,156
1462856613,2001:470:83ae:2:212:6d02:0:4040,154
1462856614,2001:470:83ae:2:212:6d02:0:4043,150
1462856617,2001:470:83ae:2:212:6d02:0:4043,155
1462856617,2001:470:83ae:2:212:6d02:0:400f,156
1462856617,2001:470:83ae:2:212:6d02:0:4035,154
1462856618,2001:470:83ae:2:212:6d02:0:4042,155
1462856618,2001:470:83ae:2:212:6d02:0:4044,155
1462856621,2001:470:83ae:2:212:6d02:0:4013,156
1462856621,2001:470:83ae:2:212:6d02:0:4041,147
1462856622,2001:470:83ae:2:212:6d02:0:4034,157
1462856623,2001:470:83ae:2:212:6d02:0:4040,155
1462856625,2001:470:83ae:2:212:6d02:0:4043,151
1462856626,2001:470:83ae:2:212:6d02:0:4043,156
1462856627,2001:470:83ae:2:212:6d02:0:400f,157
