time,IP,seq
1462855597,2001:470:83ae:2:212:6d02:0:4035,52
1462855598,2001:470:83ae:2:212:6d02:0:4043,53
1462855600,2001:470:83ae:2:212:6d02:0:4042,53
1462855601,2001:470:83ae:2:212:6d02:0:4013,54
1462855602,2001:470:83ae:2:212:6d02:0:4044,54
1462855603,2001:470:83ae:2:212:6d02:0:4043,52
1462855603,2001:470:83ae:2:212:6d02:0:4040,53
1462855603,2001:470:83ae:2:212:6d02:0:4041,50
1462855604,2001:470:83ae:2:212:6d02:0:4034,55
1462855607,2001:470:83ae:2:212:6d02:0:4035,53
1462855608,2001:470:83ae:2:212:6d02:0:4043,54
1462855610,2001:470:83ae:2:212:6d02:0:4042,54
1462855611,2001:470:83ae:2:212:6d02:0:4013,55
1462855612,2001:470:83ae:2:212:6d02:0:4044,55
1462855613,2001:470:83ae:2:212:6d02:0:4043,53
1462855614,2001:470:83ae:2:212:6d02:0:4034,56
1462855614,2001:470:83ae:2:212:6d02:0:4041,51
1462855616,2001:470:83ae:2:212:6d02:0:400f,56
1462855617,2001:470:83ae:2:212:6d02:0:4035,54
1462855618,2001:470:83ae:2:212:6d02:0:4043,55
1462855620,2001:470:83ae:2:212:6d02:0:4042,55
1462855621,2001:470:83ae:2:212:6d02:0:4013,56
1462855622,2001:470:83ae:2:212:6d02:0:4044,56
1462855623,2001:470:83ae:2:212:6d02:0:4040,55
1462855623,2001:470:83ae:2:212:6d02:0:4043,54
1462855624,2001:470:83ae:2:212:6d02:0:4034,57
1462855624,2001:470:83ae:2:212:6d02:0:4041,52
1462855626,2001:470:83ae:2:212:6d02:0:400f,57
1462855627,2001:470:83ae:2:212:6d02:0:4035,55
1462855628,2001:470:83ae:2:212:6d02:0:4043,56
1462855630,2001:470:83ae:2:212:6d02:0:4042,56
1462855631,2001:470:83ae:2:212:6d02:0:4013,57
1462855632,2001:470:83ae:2:212:6d02:0:4044,57
1462855633,2001:470:83ae:2:212:6d02:0:4040,56
1462855634,2001:470:83ae:2:212:6d02:0:4034,58
1462855634,2001:470:83ae:2:212:6d02:0:4043,55
1462855635,2001:470:83ae:2:212:6d02:0:4041,53
1462855636,2001:470:83ae:2:212:6d02:0:400f,58
1462855637,2001:470:83ae:2:212:6d02:0:4035,56
1462855638,2001:470:83ae:2:212:6d02:0:4043,57
1462855640,2001:470:83ae:2:212:6d02:0:4042,57
1462855641,2001:470:83ae:2:212:6d02:0:4013,58
1462855642,2001:470:83ae:2:212:6d02:0:4044,58
1462855643,2001:470:83ae:2:212:6d02:0:4040,57
1462855644,2001:470:83ae:2:212:6d02:0:4034,59
1462855644,2001:470:83ae:2:212:6d02:0:4043,56
1462855645,2001:470:83ae:2:212:6d02:0:4041,54
1462855646,2001:470:83ae:2:212:6d02:0:400f,59
1462855647,2001:470:83ae:2:212:6d02:0:4035,57
1462855648,2001:470:83ae:2:212:6d02:0:4043,58
1462855650,2001:470:83ae:2:212:6d02:0:4042,58
1462855651,2001:470:83ae:2:212:6d02:0:4013,59
1462855652,2001:470:83ae:2:212:6d02:0:4044,59
1462855653,2001:470:83ae:2:212:6d02:0:4040,58
1462855654,2001:470:83ae:2:212:6d02:0:4034,60
1462855654,2001:470:83ae:2:212:6d02:0:4043,57
1462855656,2001:470:83ae:2:212:6d02:0:4041,55
1462855656,2001:470:83ae:2:212:6d02:0:400f,60
1462855657,2001:470:83ae:2:212:6d02:0:4035,58
1462855658,2001:470:83ae:2:212:6d02:0:4043,59
1462855660,2001:470:83ae:2:212:6d02:0:4042,59
1462855661,2001:470:83ae:2:212:6d02:0:4013,60
1462855662,2001:470:83ae:2:212:6d02:0:4044,60
1462855663,2001:470:83ae:2:212:6d02:0:4040,59
1462855664,2001:470:83ae:2:212:6d02:0:4034,61
1462855665,2001:470:83ae:2:212:6d02:0:4043,58
1462855666,2001:470:83ae:2:212:6d02:0:4041,56
1462855666,2001:470:83ae:2:212:6d02:0:400f,61
1462855667,2001:470:83ae:2:212:6d02:0:4035,59
1462855668,2001:470:83ae:2:212:6d02:0:4043,60
1462855670,2001:470:83ae:2:212:6d02:0:4042,60
1462855671,2001:470:83ae:2:212:6d02:0:4013,61
1462855672,2001:470:83ae:2:212:6d02:0:4044,61
1462855673,2001:470:83ae:2:212:6d02:0:4040,60
1462855673,2001:470:83ae:2:212:6d02:0:4034,62
1462855675,2001:470:83ae:2:212:6d02:0:4043,59
1462855676,2001:470:83ae:2:212:6d02:0:400f,62
1462855677,2001:470:83ae:2:212:6d02:0:4041,57
1462855677,2001:470:83ae:2:212:6d02:0:4035,60
1462855678,2001:470:83ae:2:212:6d02:0:4043,61
1462855680,2001:470:83ae:2:212:6d02:0:4042,61
1462855681,2001:470:83ae:2:212:6d02:0:4013,62
1462855682,2001:470:83ae:2:212:6d02:0:4044,62
1462855683,2001:470:83ae:2:212:6d02:0:4040,61
1462855683,2001:470:83ae:2:212:6d02:0:4034,63
1462855685,2001:470:83ae:2:212:6d02:0:4043,60
1462855686,2001:470:83ae:2:212:6d02:0:400f,63
1462855687,2001:470:83ae:2:212:6d02:0:4035,61
1462855687,2001:470:83ae:2:212:6d02:0:4041,58
1462855688,2001:470:83ae:2:212:6d02:0:4043,62
1462855690,2001:470:83ae:2:212:6d02:0:4042,62
1462855691,2001:470:83ae:2:212:6d02:0:4013,63
1462855692,2001:470:83ae:2:212:6d02:0:4044,63
1462855693,2001:470:83ae:2:212:6d02:0:4040,62
1462855693,2001:470:83ae:2:212:6d02:0:4034,64
1462855696,2001:470:83ae:2:212:6d02:0:4043,61
1462855696,2001:470:83ae:2:212:6d02:0:400f,64
1462855697,2001:470:83ae:2:212:6d02:0:4035,62
1462855698,2001:470:83ae:2:212:6d02:0:4041,59
1462855698,2001:470:83ae:2:212:6d02:0:4043,63
1462855700,2001:470:83ae:2:212:6d02:0:4042,63
1462855701,2001:470:83ae:2:212:6d02:0:4013,64
1462855703,2001:470:83ae:2:212:6d02:0:4044,64
1462855703,2001:470:83ae:2:212:6d02:0:4040,63
1462855703,2001:470:83ae:2:212:6d02:0:4034,65
1462855706,2001:470:83ae:2:212:6d02:0:4043,62
1462855706,2001:470:83ae:2:212:6d02:0:400f,65
1462855707,2001:470:83ae:2:212:6d02:0:4035,63
1462855708,2001:470:83ae:2:212:6d02:0:4043,64
1462855708,2001:470:83ae:2:212:6d02:0:4041,60
1462855710,2001:470:83ae:2:212:6d02:0:4042,64
1462855711,2001:470:83ae:2:212:6d02:0:4013,65
1462855713,2001:470:83ae:2:212:6d02:0:4044,65
1462855713,2001:470:83ae:2:212:6d02:0:4040,64
1462855713,2001:470:83ae:2:212:6d02:0:4034,66
1462855716,2001:470:83ae:2:212:6d02:0:4043,63
1462855716,2001:470:83ae:2:212:6d02:0:400f,66
1462855717,2001:470:83ae:2:212:6d02:0:4035,64
1462855718,2001:470:83ae:2:212:6d02:0:4043,65
1462855719,2001:470:83ae:2:212:6d02:0:4041,61
1462855720,2001:470:83ae:2:212:6d02:0:4042,65
1462855721,2001:470:83ae:2:212:6d02:0:4013,66
1462855723,2001:470:83ae:2:212:6d02:0:4044,66
1462855723,2001:470:83ae:2:212:6d02:0:4040,65
1462855723,2001:470:83ae:2:212:6d02:0:4034,67
1462855727,2001:470:83ae:2:212:6d02:0:4043,64
1462855727,2001:470:83ae:2:212:6d02:0:4035,65
1462855728,2001:470:83ae:2:212:6d02:0:4043,66
1462855729,2001:470:83ae:2:212:6d02:0:4041,62
1462855730,2001:470:83ae:2:212:6d02:0:4042,66
1462855731,2001:470:83ae:2:212:6d02:0:4013,67
1462855733,2001:470:83ae:2:212:6d02:0:4044,67
1462855733,2001:470:83ae:2:212:6d02:0:4040,66
1462855733,2001:470:83ae:2:212:6d02:0:4034,68
1462855737,2001:470:83ae:2:212:6d02:0:4035,66
1462855737,2001:470:83ae:2:212:6d02:0:4043,65
1462855738,2001:470:83ae:2:212:6d02:0:4043,67
1462855740,2001:470:83ae:2:212:6d02:0:4041,63
1462855741,2001:470:83ae:2:212:6d02:0:4013,68
1462855743,2001:470:83ae:2:212:6d02:0:4044,68
1462855743,2001:470:83ae:2:212:6d02:0:4040,67
1462855743,2001:470:83ae:2:212:6d02:0:4034,69
1462855747,2001:470:83ae:2:212:6d02:0:4035,67
1462855747,2001:470:83ae:2:212:6d02:0:4043,66
1462855748,2001:470:83ae:2:212:6d02:0:4043,68
1462855750,2001:470:83ae:2:212:6d02:0:4042,68
1462855750,2001:470:83ae:2:212:6d02:0:4041,64
1462855751,2001:470:83ae:2:212:6d02:0:4013,69
1462855753,2001:470:83ae:2:212:6d02:0:4044,69
1462855753,2001:470:83ae:2:212:6d02:0:4040,68
1462855753,2001:470:83ae:2:212:6d02:0:4034,70
1462855757,2001:470:83ae:2:212:6d02:0:4035,68
1462855757,2001:470:83ae:2:212:6d02:0:4043,67
1462855758,2001:470:83ae:2:212:6d02:0:4043,69
1462855760,2001:470:83ae:2:212:6d02:0:4042,69
1462855761,2001:470:83ae:2:212:6d02:0:4041,65
1462855761,2001:470:83ae:2:212:6d02:0:4013,70
1462855763,2001:470:83ae:2:212:6d02:0:4044,70
1462855763,2001:470:83ae:2:212:6d02:0:4034,71
1462855767,2001:470:83ae:2:212:6d02:0:4035,69
1462855768,2001:470:83ae:2:212:6d02:0:4043,70
1462855768,2001:470:83ae:2:212:6d02:0:4043,68
1462855771,2001:470:83ae:2:212:6d02:0:4013,71
1462855771,2001:470:83ae:2:212:6d02:0:4041,66
1462855773,2001:470:83ae:2:212:6d02:0:4040,70
1462855773,2001:470:83ae:2:212:6d02:0:4034,72
1462855777,2001:470:83ae:2:212:6d02:0:4035,70
1462855778,2001:470:83ae:2:212:6d02:0:4043,71
1462855778,2001:470:83ae:2:212:6d02:0:4043,69
1462855781,2001:470:83ae:2:212:6d02:0:4013,72
1462855782,2001:470:83ae:2:212:6d02:0:4041,67
1462855783,2001:470:83ae:2:212:6d02:0:4040,71
1462855783,2001:470:83ae:2:212:6d02:0:4044,72
1462855783,2001:470:83ae:2:212:6d02:0:4034,73
1462855787,2001:470:83ae:2:212:6d02:0:4035,71
1462855788,2001:470:83ae:2:212:6d02:0:4043,72
1462855788,2001:470:83ae:2:212:6d02:0:4043,70
1462855791,2001:470:83ae:2:212:6d02:0:4013,73
1462855792,2001:470:83ae:2:212:6d02:0:4041,68
1462855793,2001:470:83ae:2:212:6d02:0:4040,72
1462855793,2001:470:83ae:2:212:6d02:0:4044,73
1462855793,2001:470:83ae:2:212:6d02:0:4034,74
1462855797,2001:470:83ae:2:212:6d02:0:4035,72
1462855798,2001:470:83ae:2:212:6d02:0:4043,73
1462855799,2001:470:83ae:2:212:6d02:0:4043,71
1462855801,2001:470:83ae:2:212:6d02:0:4013,74
1462855803,2001:470:83ae:2:212:6d02:0:4041,69
1462855803,2001:470:83ae:2:212:6d02:0:4040,73
1462855803,2001:470:83ae:2:212:6d02:0:4044,74
1462855803,2001:470:83ae:2:212:6d02:0:4034,75
1462855807,2001:470:83ae:2:212:6d02:0:4035,73
1462855808,2001:470:83ae:2:212:6d02:0:4043,74
1462855809,2001:470:83ae:2:212:6d02:0:4043,72
1462855811,2001:470:83ae:2:212:6d02:0:4013,75
1462855813,2001:470:83ae:2:212:6d02:0:4040,74
1462855813,2001:470:83ae:2:212:6d02:0:4041,70
1462855813,2001:470:83ae:2:212:6d02:0:4044,75
1462855813,2001:470:83ae:2:212:6d02:0:4034,76
1462855817,2001:470:83ae:2:212:6d02:0:4035,74
1462855818,2001:470:83ae:2:212:6d02:0:4043,75
1462855819,2001:470:83ae:2:212:6d02:0:4043,73
1462855821,2001:470:83ae:2:212:6d02:0:4013,76
1462855823,2001:470:83ae:2:212:6d02:0:4040,75
1462855823,2001:470:83ae:2:212:6d02:0:4034,77
1462855824,2001:470:83ae:2:212:6d02:0:4041,71
1462855826,2001:470:83ae:2:212:6d02:0:400f,77
1462855827,2001:470:83ae:2:212:6d02:0:4035,75
1462855828,2001:470:83ae:2:212:6d02:0:4043,76
1462855829,2001:470:83ae:2:212:6d02:0:4042,76
1462855831,2001:470:83ae:2:212:6d02:0:4013,77
1462855833,2001:470:83ae:2:212:6d02:0:4040,76
1462855833,2001:470:83ae:2:212:6d02:0:4034,78
1462855833,2001:470:83ae:2:212:6d02:0:4044,77
1462855834,2001:470:83ae:2:212:6d02:0:4041,72
1462855836,2001:470:83ae:2:212:6d02:0:400f,78
1462855837,2001:470:83ae:2:212:6d02:0:4035,76
1462855838,2001:470:83ae:2:212:6d02:0:4043,77
1462855839,2001:470:83ae:2:212:6d02:0:4042,77
1462855841,2001:470:83ae:2:212:6d02:0:4013,78
1462855843,2001:470:83ae:2:212:6d02:0:4040,77
1462855843,2001:470:83ae:2:212:6d02:0:4034,79
1462855843,2001:470:83ae:2:212:6d02:0:4044,78
1462855845,2001:470:83ae:2:212:6d02:0:4041,73
1462855846,2001:470:83ae:2:212:6d02:0:400f,79
1462855847,2001:470:83ae:2:212:6d02:0:4035,77
1462855848,2001:470:83ae:2:212:6d02:0:4043,78
1462855849,2001:470:83ae:2:212:6d02:0:4042,78
1462855851,2001:470:83ae:2:212:6d02:0:4013,79
1462855853,2001:470:83ae:2:212:6d02:0:4040,78
1462855853,2001:470:83ae:2:212:6d02:0:4034,80
1462855853,2001:470:83ae:2:212:6d02:0:4044,79
1462855855,2001:470:83ae:2:212:6d02:0:4041,74
1462855856,2001:470:83ae:2:212:6d02:0:400f,80
1462855857,2001:470:83ae:2:212:6d02:0:4035,78
1462855858,2001:470:83ae:2:212:6d02:0:4043,79
1462855859,2001:470:83ae:2:212:6d02:0:4042,79
1462855861,2001:470:83ae:2:212:6d02:0:4013,80
1462855863,2001:470:83ae:2:212:6d02:0:4040,79
1462855863,2001:470:83ae:2:212:6d02:0:4034,81
1462855864,2001:470:83ae:2:212:6d02:0:4044,80
1462855866,2001:470:83ae:2:212:6d02:0:4041,75
1462855866,2001:470:83ae:2:212:6d02:0:400f,81
1462855867,2001:470:83ae:2:212:6d02:0:4035,79
1462855867,2001:470:83ae:2:212:6d02:0:4043,80
1462855869,2001:470:83ae:2:212:6d02:0:4042,80
1462855871,2001:470:83ae:2:212:6d02:0:4013,81
1462855871,2001:470:83ae:2:212:6d02:0:4043,78
1462855873,2001:470:83ae:2:212:6d02:0:4040,80
1462855873,2001:470:83ae:2:212:6d02:0:4034,82
1462855874,2001:470:83ae:2:212:6d02:0:4044,81
1462855876,2001:470:83ae:2:212:6d02:0:4041,76
1462855876,2001:470:83ae:2:212:6d02:0:400f,82
1462855877,2001:470:83ae:2:212:6d02:0:4035,80
1462855877,2001:470:83ae:2:212:6d02:0:4043,81
1462855879,2001:470:83ae:2:212:6d02:0:4042,81
1462855881,2001:470:83ae:2:212:6d02:0:4013,82
1462855881,2001:470:83ae:2:212:6d02:0:4043,79
1462855883,2001:470:83ae:2:212:6d02:0:4040,81
1462855883,2001:470:83ae:2:212:6d02:0:4034,83
1462855884,2001:470:83ae:2:212:6d02:0:4044,82
1462855887,2001:470:83ae:2:212:6d02:0:400f,83
1462855887,2001:470:83ae:2:212:6d02:0:4035,81
1462855888,2001:470:83ae:2:212:6d02:0:4043,82
1462855889,2001:470:83ae:2:212:6d02:0:4042,82
1462855891,2001:470:83ae:2:212:6d02:0:4013,83
1462855892,2001:470:83ae:2:212:6d02:0:4043,80
1462855893,2001:470:83ae:2:212:6d02:0:4034,84
1462855894,2001:470:83ae:2:212:6d02:0:4044,83
1462855896,2001:470:83ae:2:212:6d02:0:400f,84
1462855897,2001:470:83ae:2:212:6d02:0:4035,82
1462855897,2001:470:83ae:2:212:6d02:0:4041,78
1462855897,2001:470:83ae:2:212:6d02:0:4043,83
1462855899,2001:470:83ae:2:212:6d02:0:4042,83
1462855901,2001:470:83ae:2:212:6d02:0:4013,84
1462855902,2001:470:83ae:2:212:6d02:0:4043,81
1462855903,2001:470:83ae:2:212:6d02:0:4034,85
1462855904,2001:470:83ae:2:212:6d02:0:4044,84
1462855906,2001:470:83ae:2:212:6d02:0:400f,85
1462855907,2001:470:83ae:2:212:6d02:0:4035,83
1462855907,2001:470:83ae:2:212:6d02:0:4043,84
1462855908,2001:470:83ae:2:212:6d02:0:4041,79
1462855909,2001:470:83ae:2:212:6d02:0:4042,84
1462855911,2001:470:83ae:2:212:6d02:0:4013,85
1462855912,2001:470:83ae:2:212:6d02:0:4043,82
1462855913,2001:470:83ae:2:212:6d02:0:4034,86
1462855914,2001:470:83ae:2:212:6d02:0:4044,85
1462855916,2001:470:83ae:2:212:6d02:0:400f,86
1462855917,2001:470:83ae:2:212:6d02:0:4035,84
1462855917,2001:470:83ae:2:212:6d02:0:4043,85
1462855918,2001:470:83ae:2:212:6d02:0:4041,80
1462855919,2001:470:83ae:2:212:6d02:0:4042,85
1462855921,2001:470:83ae:2:212:6d02:0:4013,86
1462855923,2001:470:83ae:2:212:6d02:0:4043,83
1462855923,2001:470:83ae:2:212:6d02:0:4034,87
1462855924,2001:470:83ae:2:212:6d02:0:4044,86
1462855926,2001:470:83ae:2:212:6d02:0:400f,87
1462855927,2001:470:83ae:2:212:6d02:0:4035,85
1462855927,2001:470:83ae:2:212:6d02:0:4043,86
1462855928,2001:470:83ae:2:212:6d02:0:4041,81
1462855929,2001:470:83ae:2:212:6d02:0:4042,86
1462855931,2001:470:83ae:2:212:6d02:0:4013,87
1462855933,2001:470:83ae:2:212:6d02:0:4040,86
1462855933,2001:470:83ae:2:212:6d02:0:4034,88
1462855934,2001:470:83ae:2:212:6d02:0:4044,87
1462855936,2001:470:83ae:2:212:6d02:0:400f,88
1462855937,2001:470:83ae:2:212:6d02:0:4035,86
1462855937,2001:470:83ae:2:212:6d02:0:4043,87
1462855939,2001:470:83ae:2:212:6d02:0:4041,82
1462855939,2001:470:83ae:2:212:6d02:0:4042,87
1462855941,2001:470:83ae:2:212:6d02:0:4013,88
1462855943,2001:470:83ae:2:212:6d02:0:4040,87
1462855943,2001:470:83ae:2:212:6d02:0:4034,89
1462855943,2001:470:83ae:2:212:6d02:0:4043,85
1462855944,2001:470:83ae:2:212:6d02:0:4044,88
1462855946,2001:470:83ae:2:212:6d02:0:400f,89
1462855947,2001:470:83ae:2:212:6d02:0:4035,87
1462855947,2001:470:83ae:2:212:6d02:0:4043,88
1462855949,2001:470:83ae:2:212:6d02:0:4042,88
1462855949,2001:470:83ae:2:212:6d02:0:4041,83
1462855951,2001:470:83ae:2:212:6d02:0:4013,89
1462855953,2001:470:83ae:2:212:6d02:0:4040,88
1462855953,2001:470:83ae:2:212:6d02:0:4034,90
1462855954,2001:470:83ae:2:212:6d02:0:4043,86
1462855954,2001:470:83ae:2:212:6d02:0:4044,89
1462855956,2001:470:83ae:2:212:6d02:0:400f,90
1462855957,2001:470:83ae:2:212:6d02:0:4035,88
1462855957,2001:470:83ae:2:212:6d02:0:4043,89
1462855959,2001:470:83ae:2:212:6d02:0:4042,89
1462855960,2001:470:83ae:2:212:6d02:0:4041,84
1462855961,2001:470:83ae:2:212:6d02:0:4013,90
1462855963,2001:470:83ae:2:212:6d02:0:4040,89
1462855963,2001:470:83ae:2:212:6d02:0:4034,91
1462855964,2001:470:83ae:2:212:6d02:0:4043,87
1462855964,2001:470:83ae:2:212:6d02:0:4044,90
1462855966,2001:470:83ae:2:212:6d02:0:400f,91
1462855967,2001:470:83ae:2:212:6d02:0:4035,89
1462855967,2001:470:83ae:2:212:6d02:0:4043,90
1462855969,2001:470:83ae:2:212:6d02:0:4042,90
1462855970,2001:470:83ae:2:212:6d02:0:4041,85
1462855971,2001:470:83ae:2:212:6d02:0:4013,91
1462855973,2001:470:83ae:2:212:6d02:0:4040,90
1462855973,2001:470:83ae:2:212:6d02:0:4034,92
1462855974,2001:470:83ae:2:212:6d02:0:4043,88
1462855974,2001:470:83ae:2:212:6d02:0:4044,91
1462855976,2001:470:83ae:2:212:6d02:0:400f,92
1462855977,2001:470:83ae:2:212:6d02:0:4035,90
1462855977,2001:470:83ae:2:212:6d02:0:4043,91
1462855979,2001:470:83ae:2:212:6d02:0:4042,91
1462855981,2001:470:83ae:2:212:6d02:0:4013,92
1462855981,2001:470:83ae:2:212:6d02:0:4041,86
1462855983,2001:470:83ae:2:212:6d02:0:4040,91
1462855983,2001:470:83ae:2:212:6d02:0:4034,93
1462855984,2001:470:83ae:2:212:6d02:0:4044,92
1462855985,2001:470:83ae:2:212:6d02:0:4043,89
1462855986,2001:470:83ae:2:212:6d02:0:400f,93
1462855987,2001:470:83ae:2:212:6d02:0:4035,91
1462855987,2001:470:83ae:2:212:6d02:0:4043,92
1462855989,2001:470:83ae:2:212:6d02:0:4042,92
1462855991,2001:470:83ae:2:212:6d02:0:4013,93
1462855991,2001:470:83ae:2:212:6d02:0:4041,87
1462855993,2001:470:83ae:2:212:6d02:0:4040,92
1462855993,2001:470:83ae:2:212:6d02:0:4034,94
1462855994,2001:470:83ae:2:212:6d02:0:4044,93
1462855995,2001:470:83ae:2:212:6d02:0:4043,90
1462855997,2001:470:83ae:2:212:6d02:0:400f,94
1462855997,2001:470:83ae:2:212:6d02:0:4035,92
1462855997,2001:470:83ae:2:212:6d02:0:4043,93
1462855999,2001:470:83ae:2:212:6d02:0:4042,93
1462856001,2001:470:83ae:2:212:6d02:0:4013,94
1462856002,2001:470:83ae:2:212:6d02:0:4041,88
1462856003,2001:470:83ae:2:212:6d02:0:4040,93
1462856003,2001:470:83ae:2:212:6d02:0:4034,95
1462856004,2001:470:83ae:2:212:6d02:0:4044,94
1462856005,2001:470:83ae:2:212:6d02:0:4043,91
1462856007,2001:470:83ae:2:212:6d02:0:400f,95
1462856007,2001:470:83ae:2:212:6d02:0:4035,93
1462856007,2001:470:83ae:2:212:6d02:0:4043,94
1462856009,2001:470:83ae:2:212:6d02:0:4042,94
1462856011,2001:470:83ae:2:212:6d02:0:4013,95
1462856012,2001:470:83ae:2:212:6d02:0:4041,89
1462856013,2001:470:83ae:2:212:6d02:0:4040,94
1462856013,2001:470:83ae:2:212:6d02:0:4034,96
1462856015,2001:470:83ae:2:212:6d02:0:4044,95
1462856015,2001:470:83ae:2:212:6d02:0:4043,92
1462856017,2001:470:83ae:2:212:6d02:0:400f,96
1462856017,2001:470:83ae:2:212:6d02:0:4035,94
1462856017,2001:470:83ae:2:212:6d02:0:4043,95
1462856019,2001:470:83ae:2:212:6d02:0:4042,95
1462856021,2001:470:83ae:2:212:6d02:0:4013,96
1462856023,2001:470:83ae:2:212:6d02:0:4040,95
1462856023,2001:470:83ae:2:212:6d02:0:4041,90
1462856025,2001:470:83ae:2:212:6d02:0:4044,96
1462856026,2001:470:83ae:2:212:6d02:0:4043,93
1462856027,2001:470:83ae:2:212:6d02:0:400f,97
1462856027,2001:470:83ae:2:212:6d02:0:4035,95
1462856027,2001:470:83ae:2:212:6d02:0:4043,96
1462856029,2001:470:83ae:2:212:6d02:0:4042,96
1462856031,2001:470:83ae:2:212:6d02:0:4013,97
1462856033,2001:470:83ae:2:212:6d02:0:4040,96
1462856033,2001:470:83ae:2:212:6d02:0:4034,98
1462856033,2001:470:83ae:2:212:6d02:0:4041,91
1462856035,2001:470:83ae:2:212:6d02:0:4044,97
1462856036,2001:470:83ae:2:212:6d02:0:4043,94
1462856037,2001:470:83ae:2:212:6d02:0:400f,98
1462856037,2001:470:83ae:2:212:6d02:0:4035,96
1462856037,2001:470:83ae:2:212:6d02:0:4043,97
1462856039,2001:470:83ae:2:212:6d02:0:4042,97
1462856041,2001:470:83ae:2:212:6d02:0:4013,98
1462856043,2001:470:83ae:2:212:6d02:0:4040,97
1462856043,2001:470:83ae:2:212:6d02:0:4034,99
1462856044,2001:470:83ae:2:212:6d02:0:4041,92
1462856045,2001:470:83ae:2:212:6d02:0:4044,98
1462856046,2001:470:83ae:2:212:6d02:0:4043,95
1462856047,2001:470:83ae:2:212:6d02:0:400f,99
1462856047,2001:470:83ae:2:212:6d02:0:4035,97
1462856047,2001:470:83ae:2:212:6d02:0:4043,98
1462856049,2001:470:83ae:2:212:6d02:0:4042,98
1462856051,2001:470:83ae:2:212:6d02:0:4013,99
1462856053,2001:470:83ae:2:212:6d02:0:4040,98
1462856053,2001:470:83ae:2:212:6d02:0:4034,100
1462856054,2001:470:83ae:2:212:6d02:0:4041,93
1462856055,2001:470:83ae:2:212:6d02:0:4044,99
1462856057,2001:470:83ae:2:212:6d02:0:400f,100
1462856057,2001:470:83ae:2:212:6d02:0:4035,98
1462856057,2001:470:83ae:2:212:6d02:0:4043,99
1462856059,2001:470:83ae:2:212:6d02:0:4042,99
1462856061,2001:470:83ae:2:212:6d02:0:4013,100
1462856063,2001:470:83ae:2:212:6d02:0:4040,99
1462856063,2001:470:83ae:2:212:6d02:0:4034,101
1462856065,2001:470:83ae:2:212:6d02:0:4044,100
1462856065,2001:470:83ae:2:212:6d02:0:4041,94
1462856067,2001:470:83ae:2:212:6d02:0:400f,101
1462856067,2001:470:83ae:2:212:6d02:0:4035,99
1462856067,2001:470:83ae:2:212:6d02:0:4043,100
1462856069,2001:470:83ae:2:212:6d02:0:4042,100
1462856071,2001:470:83ae:2:212:6d02:0:4013,101
1462856073,2001:470:83ae:2:212:6d02:0:4040,100
1462856073,2001:470:83ae:2:212:6d02:0:4034,102
1462856075,2001:470:83ae:2:212:6d02:0:4044,101
1462856075,2001:470:83ae:2:212:6d02:0:4041,95
1462856077,2001:470:83ae:2:212:6d02:0:400f,102
1462856077,2001:470:83ae:2:212:6d02:0:4035,100
1462856077,2001:470:83ae:2:212:6d02:0:4043,101
1462856077,2001:470:83ae:2:212:6d02:0:4043,98
1462856079,2001:470:83ae:2:212:6d02:0:4042,101
1462856081,2001:470:83ae:2:212:6d02:0:4013,102
1462856083,2001:470:83ae:2:212:6d02:0:4040,101
1462856083,2001:470:83ae:2:212:6d02:0:4034,103
1462856085,2001:470:83ae:2:212:6d02:0:4044,102
1462856086,2001:470:83ae:2:212:6d02:0:4041,96
1462856087,2001:470:83ae:2:212:6d02:0:400f,103
1462856087,2001:470:83ae:2:212:6d02:0:4035,101
1462856087,2001:470:83ae:2:212:6d02:0:4043,102
1462856088,2001:470:83ae:2:212:6d02:0:4043,99
1462856089,2001:470:83ae:2:212:6d02:0:4042,102
1462856091,2001:470:83ae:2:212:6d02:0:4013,103
1462856093,2001:470:83ae:2:212:6d02:0:4040,102
1462856093,2001:470:83ae:2:212:6d02:0:4034,104
1462856095,2001:470:83ae:2:212:6d02:0:4044,103
1462856096,2001:470:83ae:2:212:6d02:0:4041,97
1462856097,2001:470:83ae:2:212:6d02:0:400f,104
1462856097,2001:470:83ae:2:212:6d02:0:4035,102
1462856097,2001:470:83ae:2:212:6d02:0:4043,103
1462856098,2001:470:83ae:2:212:6d02:0:4043,100
1462856099,2001:470:83ae:2:212:6d02:0:4042,103
1462856101,2001:470:83ae:2:212:6d02:0:4013,104
1462856103,2001:470:83ae:2:212:6d02:0:4040,103
1462856103,2001:470:83ae:2:212:6d02:0:4034,105
1462856105,2001:470:83ae:2:212:6d02:0:4044,104
1462856107,2001:470:83ae:2:212:6d02:0:400f,105
1462856107,2001:470:83ae:2:212:6d02:0:4035,103
1462856107,2001:470:83ae:2:212:6d02:0:4041,98
1462856107,2001:470:83ae:2:212:6d02:0:4043,104
1462856108,2001:470:83ae:2:212:6d02:0:4043,101
1462856109,2001:470:83ae:2:212:6d02:0:4042,104
1462856111,2001:470:83ae:2:212:6d02:0:4013,105
1462856113,2001:470:83ae:2:212:6d02:0:4040,104
1462856113,2001:470:83ae:2:212:6d02:0:4034,106
1462856115,2001:470:83ae:2:212:6d02:0:4044,105
1462856117,2001:470:83ae:2:212:6d02:0:400f,106
1462856117,2001:470:83ae:2:212:6d02:0:4035,104
1462856117,2001:470:83ae:2:212:6d02:0:4043,105
