00:02:09 fe80::212:6d02:0:3005,ff02::1a,42,1,
00:02:09 fe80::212:6d02:0:304e,ff02::1a,23,1,
00:02:09 fe80::212:6d02:0:4035,ff02::1a,30,1,
00:02:10 fe80::212:6d02:0:4012,ff02::1a,53,1,
00:02:12 ,54,,
00:02:12 fe80::212:6d02:0:304e,ff02::1a,24,1,
00:02:13 fe80::212:6d02:0:400d,ff02::1a,63,1,
00:02:14 fe80::212:6d02:0:310d,ff02::1a,50,1,
00:02:14 fe80::212:6d02:0:400f,ff02::1a,37,1,
00:02:14 fe80::212:6d02:0:3005,ff02::1a,43,1,
00:02:14 fe80::212:6d02:0:4035,ff02::1a,31,1,
00:02:18 fe80::212:6d02:0:310d,ff02::1a,51,1,
00:02:19 fe80::212:6d02:0:4035,ff02::1a,32,1,
00:02:19 fe80::212:6d02:0:3005,ff02::1a,44,1,
00:02:19 fe80::212:6d02:0:400f,ff02::1a,38,1,
00:02:19 fe80::212:6d02:0:304e,ff02::1a,25,1,
00:02:19 fe80::212:6d02:0:400d,ff02::1a,64,1,
00:02:21 ,55,,
00:02:26 fe80::212:6d02:0:3041,ff02::1a,17,0,
00:02:26 fe80::212:6d02:0:3005,ff02::1a,45,1,
00:02:26 fe80::212:6d02:0:400f,ff02::1a,39,1,
00:02:26 fe80::212:6d02:0:400d,ff02::1a,65,1,
00:02:26 fe80::212:6d02:0:310d,ff02::1a,52,1,
00:02:26 fe80::212:6d02:0:4035,ff02::1a,33,1,
00:02:27 fe80::212:6d02:0:304e,ff02::1a,26,1,
00:02:27 fe80::212:6d02:0:4012,ff02::1a,56,1,
00:02:27 fe80::212:6d02:0:3041,ff02::1a,18,1,
00:02:27 fe80::212:6d02:0:3041,fe80::212:6d02:0:400d,19,2,
00:02:27 ,19,,
00:02:27 fe80::212:6d02:0:3041,fe80::212:6d02:0:400d,20,2,
00:02:27 ,20,,
00:02:27 fe80::212:6d02:0:400d,ff02::1a,66,1,
00:02:27 fe80::212:6d02:0:400f,ff02::1a,40,1,
00:02:27 fe80::212:6d02:0:4035,ff02::1a,34,1,
00:02:27 fe80::212:6d02:0:310d,ff02::1a,53,1,
00:02:27 fe80::212:6d02:0:304e,ff02::1a,27,1,
00:02:27 fe80::212:6d02:0:4012,ff02::1a,57,1,
00:02:27 fe80::212:6d02:0:3005,ff02::1a,46,1,
00:02:27 fe80::212:6d02:0:3041,ff02::1a,21,1,
00:02:28 fe80::212:6d02:0:4035,ff02::1a,35,1,
00:02:28 fe80::212:6d02:0:3005,ff02::1a,47,1,
00:02:28 fe80::212:6d02:0:304e,ff02::1a,28,1,
00:02:28 fe80::212:6d02:0:3041,ff02::1a,22,1,
00:02:28 fe80::212:6d02:0:400d,ff02::1a,67,1,
00:02:28 fe80::212:6d02:0:4012,ff02::1a,58,1,
00:02:28 fe80::212:6d02:0:310d,ff02::1a,54,1,
00:02:29 fe80::212:6d02:0:3041,ff02::2,23,0,1
00:02:29 fe80::212:6d02:0:400d,fe80::212:6d02:0:3041,68,0,1,3
00:02:29 ,68,,
00:02:29 fe80::212:6d02:0:3005,ff02::1a,48,1,
00:02:29 fe80::212:6d02:0:4035,ff02::1a,36,1,
00:02:30 fe80::212:6d02:0:400f,ff02::1a,42,1,
00:02:30 fe80::212:6d02:0:4012,ff02::1a,59,1,
00:02:30 fe80::212:6d02:0:400d,ff02::1a,69,1,
00:02:30 fe80::212:6d02:0:3041,ff02::1a,24,1,
00:02:30 fe80::212:6d02:0:304e,ff02::1a,29,1,
00:02:30 fe80::212:6d02:0:310d,ff02::1a,55,1,
00:02:32 fe80::212:6d02:0:310d,ff02::1a,56,1,
00:02:32 fe80::212:6d02:0:3041,ff02::1a,25,1,
00:02:33 fe80::212:6d02:0:400d,ff02::1a,70,1,
00:02:33 fe80::212:6d02:0:4012,ff02::1a,60,1,
00:02:34 fe80::212:6d02:0:4035,ff02::1a,37,1,
00:02:34 fe80::212:6d02:0:3005,ff02::1a,49,1,
00:02:34 fe80::212:6d02:0:400f,ff02::1a,43,1,
00:02:34 fe80::212:6d02:0:304e,ff02::1a,30,1,
00:02:39 fe80::212:6d02:0:3005,ff02::1a,50,1,
00:02:39 fe80::212:6d02:0:400f,ff02::1a,44,1,
00:02:39 fe80::212:6d02:0:4035,ff02::1a,38,1,
00:02:39 fe80::212:6d02:0:304e,ff02::1a,31,1,
00:02:40 fe80::212:6d02:0:3041,ff02::1a,26,1,
00:02:41 fe80::212:6d02:0:4012,ff02::1a,61,1,
00:02:41 fe80::212:6d02:0:310d,ff02::1a,57,1,
00:02:41 fe80::212:6d02:0:400d,ff02::1a,71,1,
00:02:46 fe80::212:6d02:0:4043,ff02::1a,17,0,
00:02:46 fe80::212:6d02:0:400f,ff02::1a,45,1,
00:02:46 fe80::212:6d02:0:4035,ff02::1a,39,1,
00:02:46 fe80::212:6d02:0:400d,ff02::1a,72,1,
00:02:46 fe80::212:6d02:0:304e,ff02::1a,32,1,
00:02:46 fe80::212:6d02:0:3005,ff02::1a,51,1,
00:02:46 fe80::212:6d02:0:310d,ff02::1a,58,1,
00:02:46 fe80::212:6d02:0:4012,ff02::1a,62,1,
00:02:46 fe80::212:6d02:0:3041,ff02::1a,27,1,
00:02:46 fe80::212:6d02:0:4043,ff02::1a,18,1,
00:02:46 fe80::212:6d02:0:4043,fe80::212:6d02:0:400d,19,2,
00:02:46 ,19,,
00:02:46 fe80::212:6d02:0:4043,fe80::212:6d02:0:400d,20,2,
00:02:46 ,20,,
00:02:46 fe80::212:6d02:0:4035,ff02::1a,40,1,
00:02:47 fe80::212:6d02:0:304e,ff02::1a,33,1,
00:02:47 fe80::212:6d02:0:310d,ff02::1a,59,1,
00:02:47 fe80::212:6d02:0:3005,ff02::1a,52,1,
00:02:47 fe80::212:6d02:0:400d,ff02::1a,73,1,
00:02:47 fe80::212:6d02:0:4012,ff02::1a,63,1,
00:02:47 fe80::212:6d02:0:400f,ff02::1a,46,1,
00:02:47 fe80::212:6d02:0:3041,ff02::1a,28,1,
00:02:47 fe80::212:6d02:0:4043,ff02::1a,21,1,
00:02:47 fe80::212:6d02:0:304e,ff02::1a,34,1,
00:02:47 fe80::212:6d02:0:400f,ff02::1a,47,1,
00:02:47 fe80::212:6d02:0:3041,ff02::1a,29,1,
00:02:47 fe80::212:6d02:0:4012,ff02::1a,64,1,
00:02:47 fe80::212:6d02:0:310d,ff02::1a,60,1,
00:02:47 fe80::212:6d02:0:4035,ff02::1a,41,1,
00:02:47 fe80::212:6d02:0:4043,ff02::1a,22,1,
00:02:47 fe80::212:6d02:0:400d,ff02::1a,74,1,
00:02:48 fe80::212:6d02:0:3005,ff02::1a,53,1,
00:02:48 fe80::212:6d02:0:4043,ff02::2,23,0,1
00:02:48 ,75,,
00:02:49 fe80::212:6d02:0:400f,ff02::1a,48,1,
00:02:49 fe80::212:6d02:0:304e,ff02::1a,35,1,
00:02:49 fe80::212:6d02:0:400d,ff02::1a,76,1,
00:02:49 fe80::212:6d02:0:310d,ff02::1a,61,1,
00:02:49 fe80::212:6d02:0:4012,ff02::1a,65,1,
00:02:49 fe80::212:6d02:0:4035,ff02::1a,42,1,
00:02:49 fe80::212:6d02:0:4043,ff02::1a,24,1,
00:02:50 fe80::212:6d02:0:3041,ff02::1a,30,1,
00:02:50 fe80::212:6d02:0:3005,ff02::1a,54,1,
00:02:52 fe80::212:6d02:0:3005,ff02::1a,55,1,
00:02:52 fe80::212:6d02:0:4012,ff02::1a,66,1,
00:02:53 ,25,,
00:02:53 fe80::212:6d02:0:310d,ff02::1a,62,1,
00:02:53 fe80::212:6d02:0:400d,ff02::1a,77,1,
00:02:53 fe80::212:6d02:0:400f,ff02::1a,49,1,
00:02:53 fe80::212:6d02:0:304e,ff02::1a,36,1,
00:02:54 fe80::212:6d02:0:4035,ff02::1a,43,1,
00:02:54 fe80::212:6d02:0:3041,ff02::1a,31,1,
00:02:58 fe80::212:6d02:0:4035,ff02::1a,44,1,
00:02:59 fe80::212:6d02:0:304e,ff02::1a,37,1,
00:02:59 fe80::212:6d02:0:3041,ff02::1a,32,1,
00:02:59 fe80::212:6d02:0:400d,ff02::1a,78,1,
00:02:59 ,119,,
00:03:00 fe80::212:6d02:0:4012,ff02::1a,67,1,
00:03:01 fe80::212:6d02:0:310d,ff02::1a,63,1,
00:03:01 fe80::212:6d02:0:3005,ff02::1a,56,1,
00:03:06 fe80::212:6d02:0:4013,ff02::1a,17,0,
00:03:06 fe80::212:6d02:0:4035,ff02::1a,45,1,
00:03:06 fe80::212:6d02:0:4012,ff02::1a,68,1,
00:03:06 fe80::212:6d02:0:400d,ff02::1a,79,1,
00:03:06 fe80::212:6d02:0:400f,ff02::1a,51,1,
00:03:06 fe80::212:6d02:0:3041,ff02::1a,33,1,
00:03:06 fe80::212:6d02:0:310d,ff02::1a,64,1,
00:03:06 fe80::212:6d02:0:3005,ff02::1a,57,1,
00:03:06 fe80::212:6d02:0:4043,ff02::1a,27,1,
00:03:06 fe80::212:6d02:0:4013,ff02::1a,18,1,
00:03:06 fe80::212:6d02:0:4013,fe80::212:6d02:0:400d,19,2,
00:03:06 ,19,,
00:03:06 fe80::212:6d02:0:4013,fe80::212:6d02:0:400d,20,2,
00:03:06 ,20,,
00:03:06 fe80::212:6d02:0:304e,ff02::1a,39,1,
00:03:06 fe80::212:6d02:0:3041,ff02::1a,34,1,
00:03:06 fe80::212:6d02:0:310d,ff02::1a,65,1,
00:03:06 fe80::212:6d02:0:3005,ff02::1a,58,1,
00:03:07 fe80::212:6d02:0:400d,ff02::1a,80,1,
00:03:07 fe80::212:6d02:0:400f,ff02::1a,52,1,
00:03:07 fe80::212:6d02:0:4043,ff02::1a,28,1,
00:03:07 fe80::212:6d02:0:4035,ff02::1a,46,1,
00:03:07 fe80::212:6d02:0:4012,ff02::1a,69,1,
00:03:07 fe80::212:6d02:0:4013,ff02::1a,21,1,
00:03:07 fe80::212:6d02:0:3041,ff02::1a,35,1,
00:03:07 fe80::212:6d02:0:400d,ff02::1a,81,1,
00:03:07 fe80::212:6d02:0:4035,ff02::1a,47,1,
00:03:07 fe80::212:6d02:0:4043,ff02::1a,29,1,
00:03:07 fe80::212:6d02:0:310d,ff02::1a,66,1,
00:03:07 fe80::212:6d02:0:304e,ff02::1a,40,1,
00:03:07 fe80::212:6d02:0:3005,ff02::1a,59,1,
00:03:07 fe80::212:6d02:0:4013,ff02::1a,22,1,
00:03:08 fe80::212:6d02:0:4012,ff02::1a,70,1,
00:03:08 fe80::212:6d02:0:400f,ff02::1a,53,1,
00:03:09 fe80::212:6d02:0:4013,ff02::2,23,0,1
00:03:09 fe80::212:6d02:0:400d,fe80::212:6d02:0:4013,82,0,1,3
00:03:09 ,82,,
00:03:09 fe80::212:6d02:0:3041,ff02::1a,36,1,
00:03:09 fe80::212:6d02:0:310d,ff02::1a,67,1,
00:03:09 fe80::212:6d02:0:304e,ff02::1a,41,1,
00:03:09 fe80::212:6d02:0:3005,ff02::1a,60,1,
00:03:09 fe80::212:6d02:0:4013,ff02::1a,24,1,
00:03:09 fe80::212:6d02:0:4043,ff02::1a,30,1,
00:03:10 fe80::212:6d02:0:400f,ff02::1a,54,1,
00:03:10 fe80::212:6d02:0:400d,ff02::1a,83,1,
00:03:10 fe80::212:6d02:0:4012,ff02::1a,71,1,
00:03:12 fe80::212:6d02:0:400f,ff02::1a,55,1,
00:03:12 fe80::212:6d02:0:310d,ff02::1a,68,1,
00:03:12 fe80::212:6d02:0:4013,ff02::1a,25,1,
00:03:13 fe80::212:6d02:0:3005,ff02::1a,61,1,
00:03:13 fe80::212:6d02:0:4012,ff02::1a,72,1,
00:03:14 fe80::212:6d02:0:400d,ff02::1a,84,1,
00:03:14 fe80::212:6d02:0:3041,ff02::1a,37,1,
00:03:14 fe80::212:6d02:0:4035,ff02::1a,49,1,
00:03:14 fe80::212:6d02:0:304e,ff02::1a,42,1,
00:03:14 ,31,,
00:03:18 fe80::212:6d02:0:4035,ff02::1a,50,1,
00:03:19 fe80::212:6d02:0:304e,ff02::1a,43,1,
00:03:19 fe80::212:6d02:0:3041,ff02::1a,38,1,
00:03:19 fe80::212:6d02:0:4043,ff02::1a,32,1,
00:03:19 fe80::212:6d02:0:4013,ff02::1a,26,1,
00:03:20 fe80::212:6d02:0:310d,ff02::1a,69,1,
00:03:20 fe80::212:6d02:0:400f,ff02::1a,56,1,
00:03:20 fe80::212:6d02:0:3005,ff02::1a,62,1,
00:03:21 fe80::212:6d02:0:400d,ff02::1a,85,1,
00:03:21 fe80::212:6d02:0:4012,ff02::1a,73,1,
00:03:26 fe80::212:6d02:0:4034,ff02::1a,17,0,
00:03:26 fe80::212:6d02:0:304e,ff02::1a,44,1,
00:03:26 fe80::212:6d02:0:310d,ff02::1a,70,1,
00:03:26 fe80::212:6d02:0:4012,ff02::1a,74,1,
00:03:26 fe80::212:6d02:0:3041,ff02::1a,39,1,
00:03:26 fe80::212:6d02:0:400d,ff02::1a,86,1,
00:03:26 fe80::212:6d02:0:4035,ff02::1a,51,1,
00:03:26 fe80::212:6d02:0:4043,ff02::1a,33,1,
00:03:26 fe80::212:6d02:0:3005,ff02::1a,63,1,
00:03:26 fe80::212:6d02:0:4013,ff02::1a,27,1,
00:03:26 fe80::212:6d02:0:400f,ff02::1a,57,1,
00:03:26 fe80::212:6d02:0:4034,ff02::1a,18,1,
00:03:26 fe80::212:6d02:0:4034,fe80::212:6d02:0:400d,19,2,
00:03:26 ,19,,
00:03:26 fe80::212:6d02:0:3041,ff02::1a,40,1,
00:03:26 fe80::212:6d02:0:4034,fe80::212:6d02:0:400d,20,2,
00:03:26 ,20,,
00:03:27 fe80::212:6d02:0:4043,ff02::1a,34,1,
00:03:27 fe80::212:6d02:0:400d,ff02::1a,87,1,
00:03:27 fe80::212:6d02:0:4035,ff02::1a,52,1,
00:03:27 fe80::212:6d02:0:3005,ff02::1a,64,1,
00:03:27 fe80::212:6d02:0:4012,ff02::1a,75,1,
00:03:27 fe80::212:6d02:0:310d,ff02::1a,71,1,
00:03:27 fe80::212:6d02:0:304e,ff02::1a,45,1,
00:03:27 fe80::212:6d02:0:400f,ff02::1a,58,1,
00:03:27 fe80::212:6d02:0:4013,ff02::1a,28,1,
00:03:27 fe80::212:6d02:0:4034,ff02::1a,21,1,
00:03:28 fe80::212:6d02:0:4043,ff02::1a,35,1,
00:03:28 fe80::212:6d02:0:304e,ff02::1a,46,1,
00:03:28 fe80::212:6d02:0:4013,ff02::1a,29,1,
00:03:28 fe80::212:6d02:0:3005,ff02::1a,65,1,
00:03:28 fe80::212:6d02:0:4012,ff02::1a,76,1,
00:03:28 fe80::212:6d02:0:4034,ff02::1a,22,1,
00:03:28 fe80::212:6d02:0:400f,ff02::1a,59,1,
00:03:28 fe80::212:6d02:0:310d,ff02::1a,72,1,
00:03:28 fe80::212:6d02:0:400d,ff02::1a,88,1,
00:03:28 fe80::212:6d02:0:4035,ff02::1a,53,1,
00:03:29 fe80::212:6d02:0:4034,ff02::2,23,0,1
00:03:29 fe80::212:6d02:0:400d,fe80::212:6d02:0:4034,89,0,1,3
00:03:29 ,89,,
00:03:29 fe80::212:6d02:0:304e,ff02::1a,47,1,
00:03:29 fe80::212:6d02:0:4012,ff02::1a,77,1,
00:03:29 fe80::212:6d02:0:4043,ff02::1a,36,1,
00:03:29 fe80::212:6d02:0:3041,ff02::1a,42,1,
00:03:29 fe80::212:6d02:0:3005,ff02::1a,66,1,
00:03:29 fe80::212:6d02:0:400d,ff02::1a,90,1,
00:03:29 fe80::212:6d02:0:4034,ff02::1a,24,1,
00:03:29 fe80::212:6d02:0:400f,ff02::1a,60,1,
00:03:30 fe80::212:6d02:0:4013,ff02::1a,30,1,
00:03:30 fe80::212:6d02:0:4035,ff02::1a,54,1,
