00:00:14 fe80::212:6d02:0:400d,ff02::1,17,0,1,6
00:00:23 fe80::212:6d02:0:400d,ff02::1,18,0,1,6
00:00:32 fe80::212:6d02:0:3041,ff02::1,17,0,1
00:00:33 fe80::212:6d02:0:400d,ff02::1,19,0,1,6
00:00:37 fe80::212:6d02:0:3041,fe80::212:6d02:0:400d,18,0,8
00:00:37 ,18,,
00:00:43 fe80::212:6d02:0:400d,ff02::1,20,0,1,6
00:00:53 fe80::212:6d02:0:400d,ff02::1,21,0,1,6
00:00:53 fe80::212:6d02:0:4034,ff02::1,17,0,1
00:01:03 fe80::212:6d02:0:400d,ff02::1,22,0,1,6
00:01:12 fe80::212:6d02:0:400d,ff02::1,23,0,1,6
00:01:13 fe80::212:6d02:0:4012,ff02::1,17,0,1
00:01:16 fe80::212:6d02:0:4012,fe80::212:6d02:0:400d,18,0,8
00:01:16 ,18,,
00:01:22 fe80::212:6d02:0:400d,ff02::1,24,0,1,6
00:01:32 fe80::212:6d02:0:400d,ff02::1,25,0,1,6
00:01:34 fe80::212:6d02:0:4013,ff02::1,17,0,1
00:01:38 fe80::212:6d02:0:4013,ff02::1,18,0,1
00:01:41 fe80::212:6d02:0:400d,ff02::1,26,0,1,6
00:01:45 fe80::212:6d02:0:4013,fe80::212:6d02:0:400d,19,0,8
00:01:45 ,19,,
00:01:51 fe80::212:6d02:0:400d,ff02::1,27,0,1,6
00:01:53 fe80::212:6d02:0:4035,ff02::1,17,0,1
00:01:57 fe80::212:6d02:0:4035,ff02::1,18,0,1
00:02:01 fe80::212:6d02:0:400d,ff02::1,28,0,1,6
00:02:05 fe80::212:6d02:0:4035,fe80::212:6d02:0:400d,19,0,8
00:02:05 ,19,,
00:02:11 fe80::212:6d02:0:400d,ff02::1,29,0,1,6
00:02:13 fe80::212:6d02:0:304e,ff02::1,17,0,1
00:02:17 fe80::212:6d02:0:304e,ff02::1,18,0,1
00:02:21 fe80::212:6d02:0:400d,ff02::1,30,0,1,6
00:02:24 fe80::212:6d02:0:304e,fe80::212:6d02:0:400d,19,0,8
00:02:24 ,19,,
00:02:31 fe80::212:6d02:0:400d,ff02::1,31,0,1,6
00:02:33 fe80::212:6d02:0:400f,ff02::1,17,0,1
00:02:37 fe80::212:6d02:0:400f,ff02::1,18,0,1
00:02:40 fe80::212:6d02:0:400d,ff02::1,32,0,1,6
00:02:44 fe80::212:6d02:0:400f,fe80::212:6d02:0:400d,19,0,8
00:02:44 ,19,,
00:02:50 fe80::212:6d02:0:400d,ff02::1,33,0,1,6
00:02:53 fe80::212:6d02:0:4043,ff02::1,17,0,1
00:02:57 fe80::212:6d02:0:4043,ff02::1,18,0,1
00:03:00 fe80::212:6d02:0:400d,ff02::1,34,0,1,6
00:03:04 fe80::212:6d02:0:4043,fe80::212:6d02:0:400d,19,0,8
00:03:04 ,19,,
00:03:10 fe80::212:6d02:0:400d,ff02::1,35,0,1,6
00:03:13 fe80::212:6d02:0:3005,ff02::1,17,0,1
00:03:18 fe80::212:6d02:0:3005,ff02::1,18,0,1
00:03:19 fe80::212:6d02:0:400d,ff02::1,36,0,1,6
00:03:23 fe80::212:6d02:0:3005,fe80::212:6d02:0:400d,19,0,8
00:03:23 ,19,,
00:03:29 fe80::212:6d02:0:400d,ff02::1,37,0,1,6
00:03:34 fe80::212:6d02:0:310d,ff02::1,17,0,1
00:03:37 fe80::212:6d02:0:310d,ff02::1,18,0,1
00:03:39 fe80::212:6d02:0:400d,ff02::1,38,0,1,6
00:03:43 fe80::212:6d02:0:310d,fe80::212:6d02:0:400d,19,0,8
00:03:43 ,19,,
00:03:49 fe80::212:6d02:0:400d,ff02::1,39,0,1,6
00:03:58 fe80::212:6d02:0:400d,ff02::1,40,0,1,6
00:04:08 ,41,,
00:04:18 fe80::212:6d02:0:400d,ff02::1,42,0,1,6
00:04:28 fe80::212:6d02:0:400d,ff02::1,43,0,1,6
