00:00:08 fe80::212:6d02:0:400d,ff02::1,17,0,1,6
00:00:11 fe80::212:6d02:0:400d,ff02::1,18,0,1,6
00:00:17 fe80::212:6d02:0:400d,ff02::1,19,0,1,6
00:00:31 ,35,,
00:00:32 fe80::212:6d02:0:400d,ff02::1,20,0,1,6
00:00:52 fe80::212:6d02:0:3041,ff02::1,17,0,1
00:00:54 fe80::212:6d02:0:400d,ff02::1,21,0,1,6
00:00:56 fe80::212:6d02:0:3041,ff02::1,18,0,1
00:00:58 fe80::212:6d02:0:400d,ff02::1,22,0,1,6
00:01:01 fe80::212:6d02:0:400d,ff02::1,23,0,1,6
00:01:07 fe80::212:6d02:0:400d,ff02::1,24,0,1,6
00:01:14 fe80::212:6d02:0:4012,ff02::1,17,0,1
00:01:15 fe80::212:6d02:0:400d,ff02::1,25,0,1,6
00:01:17 fe80::212:6d02:0:4012,ff02::1,18,0,1
00:01:19 fe80::212:6d02:0:400d,ff02::1,26,0,1,6
00:01:22 fe80::212:6d02:0:400d,ff02::1,27,0,1,6
00:01:27 fe80::212:6d02:0:400d,ff02::1,28,0,1,6
00:01:33 fe80::212:6d02:0:4034,ff02::1,17,0,1
00:01:34 fe80::212:6d02:0:400d,ff02::1,29,0,1,6
00:01:37 fe80::212:6d02:0:4034,ff02::1,18,0,1
00:01:38 fe80::212:6d02:0:400d,ff02::1,30,0,1,6
00:01:42 fe80::212:6d02:0:400d,ff02::1,31,0,1,6
00:01:48 fe80::212:6d02:0:400d,ff02::1,32,0,1,6
00:01:53 fe80::212:6d02:0:3005,ff02::1,17,0,1
00:01:54 fe80::212:6d02:0:400d,ff02::1,33,0,1,6
00:01:57 fe80::212:6d02:0:3005,ff02::1,18,0,1
00:01:58 fe80::212:6d02:0:400d,ff02::1,34,0,1,6
00:02:02 fe80::212:6d02:0:400d,ff02::1,35,0,1,6
00:02:10 fe80::212:6d02:0:400d,ff02::1,36,0,1,6
00:02:13 fe80::212:6d02:0:310d,ff02::1,17,0,1
00:02:15 fe80::212:6d02:0:400d,ff02::1,37,0,1,6
00:02:17 fe80::212:6d02:0:310d,ff02::1,18,0,1
00:02:18 fe80::212:6d02:0:400d,ff02::1,38,0,1,6
00:02:21 fe80::212:6d02:0:400d,ff02::1,39,0,1,6
00:02:29 fe80::212:6d02:0:400d,ff02::1,40,0,1,6
00:02:34 fe80::212:6d02:0:304e,ff02::1,17,0,1
00:02:36 fe80::212:6d02:0:400d,ff02::1,41,0,1,6
00:02:38 fe80::212:6d02:0:304e,ff02::1,18,0,1
00:02:40 fe80::212:6d02:0:400d,ff02::1,42,0,1,6
00:02:42 fe80::212:6d02:0:400d,ff02::1,43,0,1,6
00:02:51 fe80::212:6d02:0:400d,ff02::1,44,0,1,6
00:02:53 fe80::212:6d02:0:400f,ff02::1,17,0,1
00:02:55 fe80::212:6d02:0:400d,ff02::1,45,0,1,6
00:02:57 fe80::212:6d02:0:400f,ff02::1,18,0,1
00:02:58 fe80::212:6d02:0:400d,ff02::1,46,0,1,6
00:03:01 fe80::212:6d02:0:400d,ff02::1,47,0,1,6
00:03:10 fe80::212:6d02:0:400d,ff02::1,48,0,1,6
00:03:15 fe80::212:6d02:0:400d,ff02::1,49,0,1,6
00:03:17 fe80::212:6d02:0:4043,ff02::1,18,0,1
00:03:18 fe80::212:6d02:0:400d,ff02::1,50,0,1,6
00:03:21 fe80::212:6d02:0:400d,ff02::1,51,0,1,6
00:03:31 fe80::212:6d02:0:400d,ff02::1,52,0,1,6
00:03:33 fe80::212:6d02:0:4035,ff02::1,17,0,1
00:03:35 fe80::212:6d02:0:400d,ff02::1,53,0,1,6
00:03:37 fe80::212:6d02:0:4035,ff02::1,18,0,1
00:03:39 fe80::212:6d02:0:400d,ff02::1,54,0,1,6
00:03:42 fe80::212:6d02:0:400d,ff02::1,55,0,1,6
00:03:48 fe80::212:6d02:0:400d,ff02::1,56,0,1,6
00:03:53 fe80::212:6d02:0:4013,ff02::1,17,0,1
00:03:55 fe80::212:6d02:0:400d,ff02::1,57,0,1,6
00:03:57 fe80::212:6d02:0:4013,ff02::1,18,0,1
00:03:58 fe80::212:6d02:0:400d,ff02::1,58,0,1,6
00:04:02 fe80::212:6d02:0:400d,ff02::1,59,0,1,6
00:04:08 fe80::212:6d02:0:400d,ff02::1,60,0,1,6
00:04:20 fe80::212:6d02:0:400d,ff02::1,61,0,1,6
