1463083273,2001:470:83ae:2:212:6d02::4040,1,0,0,0,0,0,0,255,0,0,0,0
1463083273,2001:470:83ae:2:212:6d02::4040,2,1,1,0,0,1,0,1,0,0,0,0
1463083273,2001:470:83ae:2:212:6d02::4040,3,4,4,2,0,1,0,1,0,0,0,0
1463083273,2001:470:83ae:2:212:6d02::4040,4,1,1,0,0,1,0,255,0,0,0,0
1463083273,2001:470:83ae:2:212:6d02::4040,5,0,0,0,0,0,0,255,0,0,0,0
1463083274,2001:470:83ae:2:212:6d02::4040,6,0,0,0,0,0,0,255,0,0,0,0
1463083274,2001:470:83ae:2:212:6d02::4040,7,3,3,1,0,1,0,1,0,0,0,0
1463083274,2001:470:83ae:2:212:6d02::4040,8,1,1,1,0,0,0,1,0,0,0,0
1463083274,2001:470:83ae:2:212:6d02::4040,9,1,1,1,0,0,0,1,0,0,0,0
1463083275,2001:470:83ae:2:212:6d02::4040,10,0,0,0,0,0,0,1,0,0,0,0
1463083275,2001:470:83ae:2:212:6d02::4040,11,1,1,0,0,1,0,1,0,0,0,0
1463083275,2001:470:83ae:2:212:6d02::4040,12,1,1,1,0,0,0,1,0,0,0,0
1463083275,2001:470:83ae:2:212:6d02::4040,13,1,1,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,14,0,0,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,15,0,0,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,16,0,0,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,17,0,0,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,18,0,0,0,0,0,0,1,0,0,0,0
1463083276,2001:470:83ae:2:212:6d02::4040,19,2,2,1,0,0,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,20,0,0,0,0,0,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,21,0,0,0,0,0,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,22,1,1,0,0,1,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,23,0,0,0,0,0,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,24,0,0,0,0,0,0,1,0,0,0,0
1463083277,2001:470:83ae:2:212:6d02::4040,25,2,2,0,0,0,0,1,0,0,0,0
1463083278,2001:470:83ae:2:212:6d02::4040,26,0,0,0,0,0,0,1,0,0,0,0
1463083278,2001:470:83ae:2:212:6d02::4040,27,1,1,1,0,0,0,1,0,0,0,0
1463083278,2001:470:83ae:2:212:6d02::4040,28,0,0,0,0,0,0,1,0,0,0,0
