1463083979,2001:470:83ae:2:212:6d02::4013,1,0,0,0,0,0,0,255,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,2,2,2,0,0,2,0,255,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,3,0,0,0,0,0,0,255,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,4,2,2,1,0,1,0,1,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,5,0,0,0,0,0,0,255,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,6,0,0,0,0,0,0,1,0,0,0,0
1463083980,2001:470:83ae:2:212:6d02::4013,7,7,7,2,0,1,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,8,3,3,1,0,0,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,65535,3,3,0,0,0,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,10,0,0,0,0,0,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,11,1,1,0,0,1,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,12,1,1,1,0,0,0,1,0,0,0,0
1463083981,2001:470:83ae:2:212:6d02::4013,13,1,1,0,0,0,0,1,0,0,0,0
1463083982,2001:470:83ae:2:212:6d02::4013,14,0,0,0,0,0,0,1,0,0,0,0
1463083982,2001:470:83ae:2:212:6d02::4013,15,0,0,0,0,0,0,1,0,0,0,0
1463083982,2001:470:83ae:2:212:6d02::4013,16,0,0,0,0,0,0,1,0,0,0,0
1463083982,2001:470:83ae:2:212:6d02::4013,17,0,0,0,0,0,0,1,0,0,0,0
1463083982,2001:470:83ae:2:212:6d02::4013,18,1,1,1,0,0,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,19,1,1,0,0,0,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,20,0,0,0,0,0,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,21,0,0,0,0,0,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,22,1,1,0,0,1,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,23,0,0,0,0,0,0,1,0,0,0,0
1463083983,2001:470:83ae:2:212:6d02::4013,24,0,0,0,0,0,0,1,0,0,0,0
1463083984,2001:470:83ae:2:212:6d02::4013,25,1,1,0,0,0,0,1,0,0,0,0
1463083984,2001:470:83ae:2:212:6d02::4013,26,0,0,0,0,0,0,1,0,0,0,0
